"","DEG","up.results_OO_RC_padj.1","down.results_OO_RC_padj.1"
"2059","Down",NA,"Cladocopium_Davies_comp174989_c0_seq1_Symbiont"
"2060","Down",NA,"Cladocopium_Davies_comp175065_c0_seq1_Symbiont"
"2061","Down",NA,"Cladocopium_Davies_comp175067_c0_seq1_Symbiont"
"2062","Down",NA,"Cladocopium_Davies_comp175116_c0_seq1_Symbiont"
"2063","Down",NA,"Cladocopium_Davies_comp175178_c0_seq1_Symbiont"
"2064","Down",NA,"Cladocopium_Davies_comp175200_c0_seq1_Symbiont"
"2065","Down",NA,"Cladocopium_Davies_comp175202_c0_seq1_Symbiont"
"2066","Down",NA,"Cladocopium_Davies_comp175228_c0_seq1_Symbiont"
"2067","Down",NA,"Cladocopium_Davies_comp175259_c0_seq1_Symbiont"
"2068","Down",NA,"Cladocopium_Davies_comp175267_c0_seq1_Symbiont"
"2069","Down",NA,"Cladocopium_Davies_comp175272_c0_seq1_Symbiont"
"2070","Down",NA,"Cladocopium_Davies_comp175298_c0_seq1_Symbiont"
"2071","Down",NA,"Cladocopium_Davies_comp175325_c0_seq2_Symbiont"
"2072","Down",NA,"Cladocopium_Davies_comp175330_c0_seq2_Symbiont"
"2073","Down",NA,"Cladocopium_Davies_comp175369_c0_seq1_Symbiont"
"2074","Down",NA,"Cladocopium_Davies_comp175373_c0_seq1_Symbiont"
"2075","Down",NA,"Cladocopium_Davies_comp175397_c0_seq1_Symbiont"
"2076","Down",NA,"Cladocopium_Davies_comp175402_c0_seq4_Symbiont"
"2077","Down",NA,"Cladocopium_Davies_comp175420_c0_seq1_Symbiont"
"2078","Down",NA,"Cladocopium_Davies_comp175449_c0_seq1_Symbiont"
"2079","Down",NA,"Cladocopium_Davies_comp175643_c0_seq1_Symbiont"
"2080","Down",NA,"Cladocopium_Davies_comp175667_c0_seq1_Symbiont"
"2081","Down",NA,"Cladocopium_Davies_comp175733_c0_seq1_Symbiont"
"2082","Down",NA,"Cladocopium_Davies_comp175768_c0_seq1_Symbiont"
"2083","Down",NA,"Cladocopium_Davies_comp175817_c0_seq1_Symbiont"
"2084","Down",NA,"Cladocopium_Davies_comp175850_c0_seq1_Symbiont"
"2085","Down",NA,"Cladocopium_Davies_comp175859_c0_seq1_Symbiont"
"2086","Down",NA,"Cladocopium_Davies_comp175867_c0_seq1_Symbiont"
"2087","Down",NA,"Cladocopium_Davies_comp175941_c0_seq1_Symbiont"
"2088","Down",NA,"Cladocopium_Davies_comp175952_c0_seq1_Symbiont"
"2089","Down",NA,"Cladocopium_Davies_comp175975_c0_seq1_Symbiont"
"2090","Down",NA,"Cladocopium_Davies_comp176016_c0_seq1_Symbiont"
"2091","Down",NA,"Cladocopium_Davies_comp176071_c1_seq1_Symbiont"
"2092","Down",NA,"Cladocopium_Davies_comp176104_c0_seq1_Symbiont"
"2093","Down",NA,"Cladocopium_Davies_comp176113_c0_seq1_Symbiont"
"2094","Down",NA,"Cladocopium_Davies_comp176154_c0_seq1_Symbiont"
"2095","Down",NA,"Cladocopium_Davies_comp176205_c0_seq1_Symbiont"
"2096","Down",NA,"Cladocopium_Davies_comp176216_c0_seq1_Symbiont"
"2097","Down",NA,"Cladocopium_Davies_comp176223_c0_seq1_Symbiont"
"2098","Down",NA,"Cladocopium_Davies_comp176247_c0_seq1_Symbiont"
"2099","Down",NA,"Cladocopium_Davies_comp176257_c0_seq1_Symbiont"
"2100","Down",NA,"Cladocopium_Davies_comp176295_c0_seq1_Symbiont"
"2101","Down",NA,"Cladocopium_Davies_comp176338_c0_seq1_Symbiont"
"2102","Down",NA,"Cladocopium_Davies_comp176442_c0_seq1_Symbiont"
"2103","Down",NA,"Cladocopium_Davies_comp176472_c0_seq1_Symbiont"
"2104","Down",NA,"Cladocopium_Davies_comp176518_c0_seq1_Symbiont"
"2105","Down",NA,"Cladocopium_Davies_comp176538_c0_seq1_Symbiont"
"2106","Down",NA,"Cladocopium_Davies_comp176553_c0_seq1_Symbiont"
"2107","Down",NA,"Cladocopium_Davies_comp176622_c0_seq2_Symbiont"
"2108","Down",NA,"Cladocopium_Davies_comp176659_c0_seq1_Symbiont"
"2109","Down",NA,"Cladocopium_Davies_comp176727_c0_seq2_Symbiont"
"2110","Down",NA,"Cladocopium_Davies_comp176764_c0_seq1_Symbiont"
"2111","Down",NA,"Cladocopium_Davies_comp176767_c0_seq1_Symbiont"
"2112","Down",NA,"Cladocopium_Davies_comp176777_c0_seq1_Symbiont"
"2113","Down",NA,"Cladocopium_Davies_comp176780_c0_seq1_Symbiont"
"2114","Down",NA,"Cladocopium_Davies_comp176787_c0_seq1_Symbiont"
"2115","Down",NA,"Cladocopium_Davies_comp176797_c0_seq1_Symbiont"
"2116","Down",NA,"Cladocopium_Davies_comp176845_c0_seq1_Symbiont"
"2117","Down",NA,"Cladocopium_Davies_comp176883_c0_seq1_Symbiont"
"2118","Down",NA,"Cladocopium_Davies_comp177001_c0_seq1_Symbiont"
"2119","Down",NA,"Cladocopium_Davies_comp177041_c0_seq2_Symbiont"
"2120","Down",NA,"Cladocopium_Davies_comp177064_c0_seq3_Symbiont"
"2121","Down",NA,"Cladocopium_Davies_comp177108_c0_seq1_Symbiont"
"2122","Down",NA,"Cladocopium_Davies_comp177124_c0_seq4_Symbiont"
"2123","Down",NA,"Cladocopium_Davies_comp177169_c0_seq1_Symbiont"
"2124","Down",NA,"Cladocopium_Davies_comp177300_c0_seq1_Symbiont"
"2125","Down",NA,"Cladocopium_Davies_comp177326_c0_seq3_Symbiont"
"2126","Down",NA,"Cladocopium_Davies_comp177335_c0_seq1_Symbiont"
"2127","Down",NA,"Cladocopium_Davies_comp177340_c0_seq1_Symbiont"
"2128","Down",NA,"Cladocopium_Davies_comp177388_c0_seq1_Symbiont"
"2129","Down",NA,"Cladocopium_Davies_comp177404_c0_seq2_Symbiont"
"2130","Down",NA,"Cladocopium_Davies_comp177420_c0_seq1_Symbiont"
"2131","Down",NA,"Cladocopium_Davies_comp177437_c0_seq2_Symbiont"
"2132","Down",NA,"Cladocopium_Davies_comp177441_c0_seq1_Symbiont"
"2133","Down",NA,"Cladocopium_Davies_comp177516_c0_seq2_Symbiont"
"2134","Down",NA,"Cladocopium_Davies_comp177545_c0_seq1_Symbiont"
"2135","Down",NA,"Cladocopium_Davies_comp177584_c0_seq1_Symbiont"
"2136","Down",NA,"Cladocopium_Davies_comp177597_c0_seq1_Symbiont"
"2137","Down",NA,"Cladocopium_Davies_comp177611_c0_seq1_Symbiont"
"2138","Down",NA,"Cladocopium_Davies_comp177654_c0_seq1_Symbiont"
"2139","Down",NA,"Cladocopium_Davies_comp177694_c0_seq1_Symbiont"
"2140","Down",NA,"Cladocopium_Davies_comp177707_c0_seq1_Symbiont"
"2141","Down",NA,"Cladocopium_Davies_comp177734_c0_seq1_Symbiont"
"2142","Down",NA,"Cladocopium_Davies_comp177775_c0_seq1_Symbiont"
"2143","Down",NA,"Cladocopium_Davies_comp177798_c0_seq1_Symbiont"
"2144","Down",NA,"Cladocopium_Davies_comp177830_c0_seq1_Symbiont"
"2145","Down",NA,"Cladocopium_Davies_comp177877_c0_seq1_Symbiont"
"2146","Down",NA,"Cladocopium_Davies_comp177930_c1_seq1_Symbiont"
"2147","Down",NA,"Cladocopium_Davies_comp177943_c0_seq1_Symbiont"
"2148","Down",NA,"Cladocopium_Davies_comp177965_c0_seq1_Symbiont"
"2149","Down",NA,"Cladocopium_Davies_comp178058_c0_seq1_Symbiont"
"2150","Down",NA,"Cladocopium_Davies_comp178068_c1_seq1_Symbiont"
"2151","Down",NA,"Cladocopium_Davies_comp178101_c0_seq2_Symbiont"
"2152","Down",NA,"Cladocopium_Davies_comp178110_c0_seq1_Symbiont"
"2153","Down",NA,"Cladocopium_Davies_comp178134_c0_seq2_Symbiont"
"2154","Down",NA,"Cladocopium_Davies_comp178155_c0_seq1_Symbiont"
"2155","Down",NA,"Cladocopium_Davies_comp178174_c0_seq1_Symbiont"
"2156","Down",NA,"Cladocopium_Davies_comp178198_c0_seq1_Symbiont"
"2157","Down",NA,"Cladocopium_Davies_comp178210_c0_seq1_Symbiont"
"2158","Down",NA,"Cladocopium_Davies_comp178222_c0_seq4_Symbiont"
"2159","Down",NA,"Cladocopium_Davies_comp178227_c0_seq1_Symbiont"
"2160","Down",NA,"Cladocopium_Davies_comp178232_c0_seq1_Symbiont"
"2161","Down",NA,"Cladocopium_Davies_comp178239_c0_seq1_Symbiont"
"2162","Down",NA,"Cladocopium_Davies_comp178253_c0_seq1_Symbiont"
"2163","Down",NA,"Cladocopium_Davies_comp178260_c0_seq1_Symbiont"
"2164","Down",NA,"Cladocopium_Davies_comp178262_c0_seq1_Symbiont"
"2165","Down",NA,"Cladocopium_Davies_comp178269_c0_seq1_Symbiont"
"2166","Down",NA,"Cladocopium_Davies_comp178297_c1_seq1_Symbiont"
"2167","Down",NA,"Cladocopium_Davies_comp178321_c0_seq1_Symbiont"
"2168","Down",NA,"Cladocopium_Davies_comp178340_c0_seq1_Symbiont"
"2169","Down",NA,"Cladocopium_Davies_comp178395_c0_seq1_Symbiont"
"2170","Down",NA,"Cladocopium_Davies_comp178403_c0_seq1_Symbiont"
"2171","Down",NA,"Cladocopium_Davies_comp178430_c0_seq1_Symbiont"
"2172","Down",NA,"Cladocopium_Davies_comp178433_c0_seq1_Symbiont"
"2173","Down",NA,"Cladocopium_Davies_comp178437_c0_seq1_Symbiont"
"2174","Down",NA,"Cladocopium_Davies_comp178477_c0_seq1_Symbiont"
"2175","Down",NA,"Cladocopium_Davies_comp178504_c2_seq1_Symbiont"
"2176","Down",NA,"Cladocopium_Davies_comp178512_c0_seq2_Symbiont"
"2177","Down",NA,"Cladocopium_Davies_comp178528_c0_seq2_Symbiont"
"2178","Down",NA,"Cladocopium_Davies_comp178585_c0_seq1_Symbiont"
"2179","Down",NA,"Cladocopium_Davies_comp178623_c0_seq1_Symbiont"
"2180","Down",NA,"Cladocopium_Davies_comp178663_c0_seq1_Symbiont"
"2181","Down",NA,"Cladocopium_Davies_comp178699_c0_seq1_Symbiont"
"2182","Down",NA,"Cladocopium_Davies_comp178700_c0_seq1_Symbiont"
"2183","Down",NA,"Cladocopium_Davies_comp178732_c0_seq1_Symbiont"
"2184","Down",NA,"Cladocopium_Davies_comp178746_c1_seq1_Symbiont"
"2185","Down",NA,"Cladocopium_Davies_comp178747_c0_seq2_Symbiont"
"2186","Down",NA,"Cladocopium_Davies_comp178803_c0_seq1_Symbiont"
"2187","Down",NA,"Cladocopium_Davies_comp178816_c1_seq1_Symbiont"
"2188","Down",NA,"Cladocopium_Davies_comp178900_c0_seq1_Symbiont"
"2189","Down",NA,"Cladocopium_Davies_comp178998_c0_seq1_Symbiont"
"2190","Down",NA,"Cladocopium_Davies_comp179101_c0_seq1_Symbiont"
"2191","Down",NA,"Cladocopium_Davies_comp179130_c0_seq1_Symbiont"
"2192","Down",NA,"Cladocopium_Davies_comp179142_c0_seq1_Symbiont"
"2193","Down",NA,"Cladocopium_Davies_comp179145_c0_seq1_Symbiont"
"2194","Down",NA,"Cladocopium_Davies_comp179147_c0_seq6_Symbiont"
"2195","Down",NA,"Cladocopium_Davies_comp179149_c0_seq1_Symbiont"
"2196","Down",NA,"Cladocopium_Davies_comp179197_c0_seq1_Symbiont"
"2197","Down",NA,"Cladocopium_Davies_comp179284_c0_seq2_Symbiont"
"2198","Down",NA,"Cladocopium_Davies_comp179302_c0_seq1_Symbiont"
"2199","Down",NA,"Cladocopium_Davies_comp179350_c0_seq1_Symbiont"
"2200","Down",NA,"Cladocopium_Davies_comp179406_c0_seq1_Symbiont"
"2201","Down",NA,"Cladocopium_Davies_comp179412_c0_seq1_Symbiont"
"2202","Down",NA,"Cladocopium_Davies_comp179469_c0_seq2_Symbiont"
"2203","Down",NA,"Cladocopium_Davies_comp179485_c0_seq1_Symbiont"
"2204","Down",NA,"Cladocopium_Davies_comp179499_c0_seq1_Symbiont"
"2205","Down",NA,"Cladocopium_Davies_comp179502_c0_seq3_Symbiont"
"2206","Down",NA,"Cladocopium_Davies_comp179527_c0_seq1_Symbiont"
"2207","Down",NA,"Cladocopium_Davies_comp179580_c0_seq1_Symbiont"
"2208","Down",NA,"Cladocopium_Davies_comp179657_c0_seq1_Symbiont"
"2209","Down",NA,"Cladocopium_Davies_comp179659_c0_seq1_Symbiont"
"2210","Down",NA,"Cladocopium_Davies_comp179663_c0_seq1_Symbiont"
"2211","Down",NA,"Cladocopium_Davies_comp179685_c0_seq4_Symbiont"
"2212","Down",NA,"Cladocopium_Davies_comp179696_c0_seq1_Symbiont"
"2213","Down",NA,"Cladocopium_Davies_comp179738_c0_seq1_Symbiont"
"2214","Down",NA,"Cladocopium_Davies_comp179809_c0_seq2_Symbiont"
"2215","Down",NA,"Cladocopium_Davies_comp179815_c0_seq1_Symbiont"
"2216","Down",NA,"Cladocopium_Davies_comp179864_c0_seq1_Symbiont"
"2217","Down",NA,"Cladocopium_Davies_comp179882_c0_seq1_Symbiont"
"2218","Down",NA,"Cladocopium_Davies_comp179897_c0_seq1_Symbiont"
"2219","Down",NA,"Cladocopium_Davies_comp179900_c0_seq1_Symbiont"
"2220","Down",NA,"Cladocopium_Davies_comp179917_c0_seq1_Symbiont"
"2221","Down",NA,"Cladocopium_Davies_comp179928_c0_seq2_Symbiont"
"2222","Down",NA,"Cladocopium_Davies_comp179995_c0_seq1_Symbiont"
"2223","Down",NA,"Cladocopium_Davies_comp180088_c0_seq1_Symbiont"
"2224","Down",NA,"Cladocopium_Davies_comp180104_c0_seq1_Symbiont"
"2225","Down",NA,"Cladocopium_Davies_comp180128_c0_seq1_Symbiont"
"2226","Down",NA,"Cladocopium_Davies_comp180152_c0_seq1_Symbiont"
"2227","Down",NA,"Cladocopium_Davies_comp180204_c0_seq1_Symbiont"
"2228","Down",NA,"Cladocopium_Davies_comp180223_c0_seq1_Symbiont"
"2229","Down",NA,"Cladocopium_Davies_comp180326_c0_seq1_Symbiont"
"2230","Down",NA,"Cladocopium_Davies_comp180357_c0_seq1_Symbiont"
"2231","Down",NA,"Cladocopium_Davies_comp180359_c0_seq1_Symbiont"
"2232","Down",NA,"Cladocopium_Davies_comp180372_c0_seq2_Symbiont"
"2233","Down",NA,"Cladocopium_Davies_comp180405_c0_seq1_Symbiont"
"2234","Down",NA,"Cladocopium_Davies_comp180427_c0_seq1_Symbiont"
"2235","Down",NA,"Cladocopium_Davies_comp180444_c0_seq1_Symbiont"
"2236","Down",NA,"Cladocopium_Davies_comp180462_c0_seq2_Symbiont"
"2237","Down",NA,"Cladocopium_Davies_comp180464_c0_seq1_Symbiont"
"2238","Down",NA,"Cladocopium_Davies_comp180472_c0_seq1_Symbiont"
"2239","Down",NA,"Cladocopium_Davies_comp180547_c0_seq1_Symbiont"
"2240","Down",NA,"Cladocopium_Davies_comp180554_c0_seq4_Symbiont"
"2241","Down",NA,"Cladocopium_Davies_comp180579_c0_seq1_Symbiont"
"2242","Down",NA,"Cladocopium_Davies_comp180592_c0_seq1_Symbiont"
"2243","Down",NA,"Cladocopium_Davies_comp180597_c0_seq1_Symbiont"
"2244","Down",NA,"Cladocopium_Davies_comp180615_c0_seq1_Symbiont"
"2245","Down",NA,"Cladocopium_Davies_comp180629_c0_seq1_Symbiont"
"2246","Down",NA,"Cladocopium_Davies_comp180666_c0_seq1_Symbiont"
"2247","Down",NA,"Cladocopium_Davies_comp180671_c0_seq1_Symbiont"
"2248","Down",NA,"Cladocopium_Davies_comp180699_c0_seq1_Symbiont"
"2249","Down",NA,"Cladocopium_Davies_comp180751_c0_seq1_Symbiont"
"2250","Down",NA,"Cladocopium_Davies_comp180752_c0_seq1_Symbiont"
"2251","Down",NA,"Cladocopium_Davies_comp180805_c0_seq2_Symbiont"
"2252","Down",NA,"Cladocopium_Davies_comp180833_c0_seq1_Symbiont"
"2253","Down",NA,"Cladocopium_Davies_comp180835_c0_seq1_Symbiont"
"2254","Down",NA,"Cladocopium_Davies_comp180917_c0_seq1_Symbiont"
"2255","Down",NA,"Cladocopium_Davies_comp180919_c0_seq1_Symbiont"
"2256","Down",NA,"Cladocopium_Davies_comp180932_c0_seq2_Symbiont"
"2257","Down",NA,"Cladocopium_Davies_comp180941_c0_seq1_Symbiont"
"2258","Down",NA,"Cladocopium_Davies_comp180994_c0_seq1_Symbiont"
"2259","Down",NA,"Cladocopium_Davies_comp180998_c1_seq1_Symbiont"
"2260","Down",NA,"Cladocopium_Davies_comp181024_c0_seq1_Symbiont"
"2261","Down",NA,"Cladocopium_Davies_comp181052_c0_seq1_Symbiont"
"2262","Down",NA,"Cladocopium_Davies_comp181076_c0_seq1_Symbiont"
"2263","Down",NA,"Cladocopium_Davies_comp181080_c0_seq2_Symbiont"
"2264","Down",NA,"Cladocopium_Davies_comp181098_c0_seq1_Symbiont"
"2265","Down",NA,"Cladocopium_Davies_comp181183_c0_seq1_Symbiont"
"2266","Down",NA,"Cladocopium_Davies_comp181230_c0_seq1_Symbiont"
"2267","Down",NA,"Cladocopium_Davies_comp181353_c0_seq1_Symbiont"
"2268","Down",NA,"Cladocopium_Davies_comp181356_c0_seq2_Symbiont"
"2269","Down",NA,"Cladocopium_Davies_comp181370_c0_seq1_Symbiont"
"2270","Down",NA,"Cladocopium_Davies_comp181385_c0_seq2_Symbiont"
"2271","Down",NA,"Cladocopium_Davies_comp181406_c0_seq1_Symbiont"
"2272","Down",NA,"Cladocopium_Davies_comp181447_c0_seq1_Symbiont"
"2273","Down",NA,"Cladocopium_Davies_comp181497_c0_seq1_Symbiont"
"2274","Down",NA,"Cladocopium_Davies_comp181561_c0_seq2_Symbiont"
"2275","Down",NA,"Cladocopium_Davies_comp181567_c0_seq1_Symbiont"
"2276","Down",NA,"Cladocopium_Davies_comp181586_c0_seq4_Symbiont"
"2277","Down",NA,"Cladocopium_Davies_comp181588_c0_seq1_Symbiont"
"2278","Down",NA,"Cladocopium_Davies_comp181600_c0_seq1_Symbiont"
"2279","Down",NA,"Cladocopium_Davies_comp181616_c0_seq1_Symbiont"
"2280","Down",NA,"Cladocopium_Davies_comp181642_c1_seq1_Symbiont"
"2281","Down",NA,"Cladocopium_Davies_comp181654_c0_seq1_Symbiont"
"2282","Down",NA,"Cladocopium_Davies_comp181689_c0_seq1_Symbiont"
"2283","Down",NA,"Cladocopium_Davies_comp181699_c0_seq2_Symbiont"
"2284","Down",NA,"Cladocopium_Davies_comp181722_c0_seq2_Symbiont"
"2285","Down",NA,"Cladocopium_Davies_comp181729_c1_seq1_Symbiont"
"2286","Down",NA,"Cladocopium_Davies_comp181788_c0_seq1_Symbiont"
"2287","Down",NA,"Cladocopium_Davies_comp181819_c0_seq2_Symbiont"
"2288","Down",NA,"Cladocopium_Davies_comp181874_c0_seq1_Symbiont"
"2289","Down",NA,"Cladocopium_Davies_comp182015_c0_seq1_Symbiont"
"2290","Down",NA,"Cladocopium_Davies_comp182096_c0_seq1_Symbiont"
"2291","Down",NA,"Cladocopium_Davies_comp182124_c0_seq1_Symbiont"
"2292","Down",NA,"Cladocopium_Davies_comp182133_c0_seq1_Symbiont"
"2293","Down",NA,"Cladocopium_Davies_comp182186_c0_seq1_Symbiont"
"2294","Down",NA,"Cladocopium_Davies_comp182276_c0_seq2_Symbiont"
"2295","Down",NA,"Cladocopium_Davies_comp182281_c0_seq1_Symbiont"
"2296","Down",NA,"Cladocopium_Davies_comp182330_c0_seq1_Symbiont"
"2297","Down",NA,"Cladocopium_Davies_comp182405_c0_seq1_Symbiont"
"2298","Down",NA,"Cladocopium_Davies_comp182455_c0_seq1_Symbiont"
"2299","Down",NA,"Cladocopium_Davies_comp182540_c1_seq1_Symbiont"
"2300","Down",NA,"Cladocopium_Davies_comp182561_c0_seq5_Symbiont"
"2301","Down",NA,"Cladocopium_Davies_comp182563_c0_seq1_Symbiont"
"2302","Down",NA,"Cladocopium_Davies_comp182581_c0_seq1_Symbiont"
"2303","Down",NA,"Cladocopium_Davies_comp182588_c0_seq1_Symbiont"
"2304","Down",NA,"Cladocopium_Davies_comp182607_c0_seq1_Symbiont"
"2305","Down",NA,"Cladocopium_Davies_comp182608_c0_seq1_Symbiont"
"2306","Down",NA,"Cladocopium_Davies_comp182613_c0_seq1_Symbiont"
"2307","Down",NA,"Cladocopium_Davies_comp182675_c0_seq1_Symbiont"
"2308","Down",NA,"Cladocopium_Davies_comp182683_c1_seq2_Symbiont"
"2309","Down",NA,"Cladocopium_Davies_comp182807_c0_seq4_Symbiont"
"2310","Down",NA,"Cladocopium_Davies_comp182849_c0_seq1_Symbiont"
"2311","Down",NA,"Cladocopium_Davies_comp182851_c0_seq1_Symbiont"
"2312","Down",NA,"Cladocopium_Davies_comp183027_c0_seq1_Symbiont"
"2313","Down",NA,"Cladocopium_Davies_comp183060_c0_seq2_Symbiont"
"2314","Down",NA,"Cladocopium_Davies_comp183076_c0_seq1_Symbiont"
"2315","Down",NA,"Cladocopium_Davies_comp183107_c0_seq1_Symbiont"
"2316","Down",NA,"Cladocopium_Davies_comp183133_c0_seq1_Symbiont"
"2317","Down",NA,"Cladocopium_Davies_comp183143_c0_seq1_Symbiont"
"2318","Down",NA,"Cladocopium_Davies_comp183151_c0_seq1_Symbiont"
"2319","Down",NA,"Cladocopium_Davies_comp183166_c0_seq2_Symbiont"
"2320","Down",NA,"Cladocopium_Davies_comp183193_c0_seq1_Symbiont"
"2321","Down",NA,"Cladocopium_Davies_comp183244_c0_seq1_Symbiont"
"2322","Down",NA,"Cladocopium_Davies_comp183293_c0_seq1_Symbiont"
"2323","Down",NA,"Cladocopium_Davies_comp183334_c0_seq2_Symbiont"
"2324","Down",NA,"Cladocopium_Davies_comp183393_c0_seq1_Symbiont"
"2325","Down",NA,"Cladocopium_Davies_comp183438_c0_seq1_Symbiont"
"2326","Down",NA,"Cladocopium_Davies_comp183473_c0_seq4_Symbiont"
"2327","Down",NA,"Cladocopium_Davies_comp183510_c0_seq1_Symbiont"
"2328","Down",NA,"Cladocopium_Davies_comp183511_c0_seq1_Symbiont"
"2329","Down",NA,"Cladocopium_Davies_comp183535_c0_seq1_Symbiont"
"2330","Down",NA,"Cladocopium_Davies_comp183541_c0_seq3_Symbiont"
"2331","Down",NA,"Cladocopium_Davies_comp183556_c0_seq1_Symbiont"
"2332","Down",NA,"Cladocopium_Davies_comp183582_c0_seq2_Symbiont"
"2333","Down",NA,"Cladocopium_Davies_comp183593_c0_seq1_Symbiont"
"2334","Down",NA,"Cladocopium_Davies_comp183618_c0_seq1_Symbiont"
"2335","Down",NA,"Cladocopium_Davies_comp183634_c0_seq2_Symbiont"
"2336","Down",NA,"Cladocopium_Davies_comp183669_c0_seq1_Symbiont"
"2337","Down",NA,"Cladocopium_Davies_comp183679_c0_seq1_Symbiont"
"2338","Down",NA,"Cladocopium_Davies_comp183692_c0_seq1_Symbiont"
"2339","Down",NA,"Cladocopium_Davies_comp183732_c0_seq4_Symbiont"
"2340","Down",NA,"Cladocopium_Davies_comp183774_c0_seq1_Symbiont"
"2341","Down",NA,"Cladocopium_Davies_comp183802_c0_seq1_Symbiont"
"2342","Down",NA,"Cladocopium_Davies_comp183825_c0_seq1_Symbiont"
"2343","Down",NA,"Cladocopium_Davies_comp183833_c0_seq1_Symbiont"
"2344","Down",NA,"Cladocopium_Davies_comp183851_c0_seq1_Symbiont"
"2345","Down",NA,"Cladocopium_Davies_comp183854_c0_seq2_Symbiont"
"2346","Down",NA,"Cladocopium_Davies_comp183883_c0_seq1_Symbiont"
"2347","Down",NA,"Cladocopium_Davies_comp184041_c0_seq1_Symbiont"
"2348","Down",NA,"Cladocopium_Davies_comp184051_c0_seq1_Symbiont"
"2349","Down",NA,"Cladocopium_Davies_comp184143_c0_seq1_Symbiont"
"2350","Down",NA,"Cladocopium_Davies_comp184148_c0_seq1_Symbiont"
"2351","Down",NA,"Cladocopium_Davies_comp184163_c0_seq1_Symbiont"
"2352","Down",NA,"Cladocopium_Davies_comp184221_c0_seq1_Symbiont"
"2353","Down",NA,"Cladocopium_Davies_comp184245_c0_seq1_Symbiont"
"2354","Down",NA,"Cladocopium_Davies_comp184272_c0_seq1_Symbiont"
"2355","Down",NA,"Cladocopium_Davies_comp184368_c0_seq1_Symbiont"
"2356","Down",NA,"Cladocopium_Davies_comp184388_c0_seq1_Symbiont"
"2357","Down",NA,"Cladocopium_Davies_comp184402_c0_seq1_Symbiont"
"2358","Down",NA,"Cladocopium_Davies_comp184404_c0_seq8_Symbiont"
"2359","Down",NA,"Cladocopium_Davies_comp184416_c0_seq1_Symbiont"
"2360","Down",NA,"Cladocopium_Davies_comp184442_c0_seq1_Symbiont"
"2361","Down",NA,"Cladocopium_Davies_comp184454_c0_seq1_Symbiont"
"2362","Down",NA,"Cladocopium_Davies_comp184456_c0_seq1_Symbiont"
"2363","Down",NA,"Cladocopium_Davies_comp184538_c0_seq2_Symbiont"
"2364","Down",NA,"Cladocopium_Davies_comp184549_c0_seq1_Symbiont"
"2365","Down",NA,"Cladocopium_Davies_comp184588_c0_seq1_Symbiont"
"2366","Down",NA,"Cladocopium_Davies_comp184604_c0_seq1_Symbiont"
"2367","Down",NA,"Cladocopium_Davies_comp184613_c0_seq1_Symbiont"
"2368","Down",NA,"Cladocopium_Davies_comp184615_c0_seq1_Symbiont"
"2369","Down",NA,"Cladocopium_Davies_comp184630_c0_seq2_Symbiont"
"2370","Down",NA,"Cladocopium_Davies_comp184641_c0_seq2_Symbiont"
"2371","Down",NA,"Cladocopium_Davies_comp184668_c0_seq1_Symbiont"
"2372","Down",NA,"Cladocopium_Davies_comp184719_c0_seq1_Symbiont"
"2373","Down",NA,"Cladocopium_Davies_comp184743_c0_seq2_Symbiont"
"2374","Down",NA,"Cladocopium_Davies_comp184761_c0_seq1_Symbiont"
"2375","Down",NA,"Cladocopium_Davies_comp184772_c0_seq1_Symbiont"
"2376","Down",NA,"Cladocopium_Davies_comp184784_c0_seq1_Symbiont"
"2377","Down",NA,"Cladocopium_Davies_comp184938_c0_seq2_Symbiont"
"2378","Down",NA,"Cladocopium_Davies_comp184969_c0_seq1_Symbiont"
"2379","Down",NA,"Cladocopium_Davies_comp184986_c0_seq2_Symbiont"
"2380","Down",NA,"Cladocopium_Davies_comp184996_c0_seq1_Symbiont"
"2381","Down",NA,"Cladocopium_Davies_comp185050_c0_seq1_Symbiont"
"2382","Down",NA,"Cladocopium_Davies_comp185078_c0_seq1_Symbiont"
"2383","Down",NA,"Cladocopium_Davies_comp185174_c0_seq1_Symbiont"
"2384","Down",NA,"Cladocopium_Davies_comp185197_c0_seq2_Symbiont"
"2385","Down",NA,"Cladocopium_Davies_comp185231_c0_seq4_Symbiont"
"2386","Down",NA,"Cladocopium_Davies_comp185232_c0_seq1_Symbiont"
"2387","Down",NA,"Cladocopium_Davies_comp185267_c0_seq1_Symbiont"
"2388","Down",NA,"Cladocopium_Davies_comp185295_c0_seq5_Symbiont"
"2389","Down",NA,"Cladocopium_Davies_comp185310_c0_seq1_Symbiont"
"2390","Down",NA,"Cladocopium_Davies_comp185324_c0_seq1_Symbiont"
"2391","Down",NA,"Cladocopium_Davies_comp185372_c0_seq1_Symbiont"
"2392","Down",NA,"Cladocopium_Davies_comp185391_c0_seq1_Symbiont"
"2393","Down",NA,"Cladocopium_Davies_comp185396_c0_seq2_Symbiont"
"2394","Down",NA,"Cladocopium_Davies_comp185432_c0_seq1_Symbiont"
"2395","Down",NA,"Cladocopium_Davies_comp185434_c0_seq1_Symbiont"
"2396","Down",NA,"Cladocopium_Davies_comp185440_c0_seq1_Symbiont"
"2397","Down",NA,"Cladocopium_Davies_comp185443_c0_seq2_Symbiont"
"2398","Down",NA,"Cladocopium_Davies_comp185513_c0_seq1_Symbiont"
