"","DEG","up.results_OC_RC_padj.1","down.results_OC_RC_padj.1"
"1472","Down",NA,"Cladocopium_Davies_comp172494_c0_seq1_Symbiont"
"1473","Down",NA,"Cladocopium_Davies_comp172504_c0_seq1_Symbiont"
"1474","Down",NA,"Cladocopium_Davies_comp172539_c0_seq1_Symbiont"
"1475","Down",NA,"Cladocopium_Davies_comp172612_c0_seq1_Symbiont"
"1476","Down",NA,"Cladocopium_Davies_comp172693_c0_seq1_Symbiont"
"1477","Down",NA,"Cladocopium_Davies_comp172723_c0_seq1_Symbiont"
"1478","Down",NA,"Cladocopium_Davies_comp172750_c0_seq2_Symbiont"
"1479","Down",NA,"Cladocopium_Davies_comp172808_c0_seq1_Symbiont"
"1480","Down",NA,"Cladocopium_Davies_comp172853_c0_seq1_Symbiont"
"1481","Down",NA,"Cladocopium_Davies_comp172869_c0_seq2_Symbiont"
"1482","Down",NA,"Cladocopium_Davies_comp172880_c0_seq1_Symbiont"
"1483","Down",NA,"Cladocopium_Davies_comp172948_c1_seq1_Symbiont"
"1484","Down",NA,"Cladocopium_Davies_comp173002_c0_seq2_Symbiont"
"1485","Down",NA,"Cladocopium_Davies_comp173007_c0_seq1_Symbiont"
"1486","Down",NA,"Cladocopium_Davies_comp173043_c0_seq1_Symbiont"
"1487","Down",NA,"Cladocopium_Davies_comp173164_c0_seq1_Symbiont"
"1488","Down",NA,"Cladocopium_Davies_comp173198_c0_seq1_Symbiont"
"1489","Down",NA,"Cladocopium_Davies_comp173212_c0_seq1_Symbiont"
"1490","Down",NA,"Cladocopium_Davies_comp173220_c0_seq1_Symbiont"
"1491","Down",NA,"Cladocopium_Davies_comp173242_c0_seq1_Symbiont"
"1492","Down",NA,"Cladocopium_Davies_comp173263_c1_seq1_Symbiont"
"1493","Down",NA,"Cladocopium_Davies_comp173274_c0_seq2_Symbiont"
"1494","Down",NA,"Cladocopium_Davies_comp173503_c0_seq1_Symbiont"
"1495","Down",NA,"Cladocopium_Davies_comp173537_c0_seq1_Symbiont"
"1496","Down",NA,"Cladocopium_Davies_comp173600_c0_seq2_Symbiont"
"1497","Down",NA,"Cladocopium_Davies_comp173656_c0_seq1_Symbiont"
"1498","Down",NA,"Cladocopium_Davies_comp173703_c0_seq1_Symbiont"
"1499","Down",NA,"Cladocopium_Davies_comp173708_c0_seq1_Symbiont"
"1500","Down",NA,"Cladocopium_Davies_comp173808_c0_seq1_Symbiont"
"1501","Down",NA,"Cladocopium_Davies_comp173815_c0_seq1_Symbiont"
"1502","Down",NA,"Cladocopium_Davies_comp173904_c0_seq2_Symbiont"
"1503","Down",NA,"Cladocopium_Davies_comp174036_c0_seq1_Symbiont"
"1504","Down",NA,"Cladocopium_Davies_comp174073_c2_seq1_Symbiont"
"1505","Down",NA,"Cladocopium_Davies_comp174177_c1_seq1_Symbiont"
"1506","Down",NA,"Cladocopium_Davies_comp174186_c0_seq1_Symbiont"
"1507","Down",NA,"Cladocopium_Davies_comp174239_c0_seq1_Symbiont"
"1508","Down",NA,"Cladocopium_Davies_comp174242_c0_seq1_Symbiont"
"1509","Down",NA,"Cladocopium_Davies_comp174306_c0_seq1_Symbiont"
"1510","Down",NA,"Cladocopium_Davies_comp174379_c0_seq2_Symbiont"
"1511","Down",NA,"Cladocopium_Davies_comp174469_c0_seq1_Symbiont"
"1512","Down",NA,"Cladocopium_Davies_comp174571_c0_seq1_Symbiont"
"1513","Down",NA,"Cladocopium_Davies_comp174587_c0_seq1_Symbiont"
"1514","Down",NA,"Cladocopium_Davies_comp174610_c0_seq1_Symbiont"
"1515","Down",NA,"Cladocopium_Davies_comp174618_c0_seq1_Symbiont"
"1516","Down",NA,"Cladocopium_Davies_comp174688_c0_seq1_Symbiont"
"1517","Down",NA,"Cladocopium_Davies_comp174720_c0_seq1_Symbiont"
"1518","Down",NA,"Cladocopium_Davies_comp174782_c0_seq1_Symbiont"
"1519","Down",NA,"Cladocopium_Davies_comp174796_c0_seq1_Symbiont"
"1520","Down",NA,"Cladocopium_Davies_comp174884_c0_seq1_Symbiont"
"1521","Down",NA,"Cladocopium_Davies_comp174903_c0_seq1_Symbiont"
"1522","Down",NA,"Cladocopium_Davies_comp174932_c0_seq1_Symbiont"
"1523","Down",NA,"Cladocopium_Davies_comp174941_c0_seq1_Symbiont"
"1524","Down",NA,"Cladocopium_Davies_comp174954_c0_seq1_Symbiont"
"1525","Down",NA,"Cladocopium_Davies_comp174971_c0_seq2_Symbiont"
"1526","Down",NA,"Cladocopium_Davies_comp174985_c0_seq1_Symbiont"
"1527","Down",NA,"Cladocopium_Davies_comp174989_c0_seq1_Symbiont"
"1528","Down",NA,"Cladocopium_Davies_comp175065_c0_seq1_Symbiont"
"1529","Down",NA,"Cladocopium_Davies_comp175067_c0_seq1_Symbiont"
"1530","Down",NA,"Cladocopium_Davies_comp175202_c0_seq1_Symbiont"
"1531","Down",NA,"Cladocopium_Davies_comp175259_c0_seq1_Symbiont"
"1532","Down",NA,"Cladocopium_Davies_comp175298_c0_seq1_Symbiont"
"1533","Down",NA,"Cladocopium_Davies_comp175325_c0_seq2_Symbiont"
"1534","Down",NA,"Cladocopium_Davies_comp175329_c0_seq1_Symbiont"
"1535","Down",NA,"Cladocopium_Davies_comp175369_c0_seq1_Symbiont"
"1536","Down",NA,"Cladocopium_Davies_comp175373_c0_seq1_Symbiont"
"1537","Down",NA,"Cladocopium_Davies_comp175402_c0_seq4_Symbiont"
"1538","Down",NA,"Cladocopium_Davies_comp175420_c0_seq1_Symbiont"
"1539","Down",NA,"Cladocopium_Davies_comp175449_c0_seq1_Symbiont"
"1540","Down",NA,"Cladocopium_Davies_comp175643_c0_seq1_Symbiont"
"1541","Down",NA,"Cladocopium_Davies_comp175667_c0_seq1_Symbiont"
"1542","Down",NA,"Cladocopium_Davies_comp175817_c0_seq1_Symbiont"
"1543","Down",NA,"Cladocopium_Davies_comp175867_c0_seq1_Symbiont"
"1544","Down",NA,"Cladocopium_Davies_comp175941_c0_seq1_Symbiont"
"1545","Down",NA,"Cladocopium_Davies_comp175952_c0_seq1_Symbiont"
"1546","Down",NA,"Cladocopium_Davies_comp175975_c0_seq1_Symbiont"
"1547","Down",NA,"Cladocopium_Davies_comp176056_c0_seq1_Symbiont"
"1548","Down",NA,"Cladocopium_Davies_comp176071_c1_seq1_Symbiont"
"1549","Down",NA,"Cladocopium_Davies_comp176104_c0_seq1_Symbiont"
"1550","Down",NA,"Cladocopium_Davies_comp176113_c0_seq1_Symbiont"
"1551","Down",NA,"Cladocopium_Davies_comp176208_c0_seq1_Symbiont"
"1552","Down",NA,"Cladocopium_Davies_comp176216_c0_seq1_Symbiont"
"1553","Down",NA,"Cladocopium_Davies_comp176247_c0_seq1_Symbiont"
"1554","Down",NA,"Cladocopium_Davies_comp176295_c0_seq1_Symbiont"
"1555","Down",NA,"Cladocopium_Davies_comp176338_c0_seq1_Symbiont"
"1556","Down",NA,"Cladocopium_Davies_comp176472_c0_seq1_Symbiont"
"1557","Down",NA,"Cladocopium_Davies_comp176538_c0_seq1_Symbiont"
"1558","Down",NA,"Cladocopium_Davies_comp176553_c0_seq1_Symbiont"
"1559","Down",NA,"Cladocopium_Davies_comp176622_c0_seq2_Symbiont"
"1560","Down",NA,"Cladocopium_Davies_comp176659_c0_seq1_Symbiont"
"1561","Down",NA,"Cladocopium_Davies_comp176727_c0_seq2_Symbiont"
"1562","Down",NA,"Cladocopium_Davies_comp176764_c0_seq1_Symbiont"
"1563","Down",NA,"Cladocopium_Davies_comp176787_c0_seq1_Symbiont"
"1564","Down",NA,"Cladocopium_Davies_comp176797_c0_seq1_Symbiont"
"1565","Down",NA,"Cladocopium_Davies_comp176853_c0_seq1_Symbiont"
"1566","Down",NA,"Cladocopium_Davies_comp176883_c0_seq1_Symbiont"
"1567","Down",NA,"Cladocopium_Davies_comp177041_c0_seq2_Symbiont"
"1568","Down",NA,"Cladocopium_Davies_comp177064_c0_seq3_Symbiont"
"1569","Down",NA,"Cladocopium_Davies_comp177108_c0_seq1_Symbiont"
"1570","Down",NA,"Cladocopium_Davies_comp177124_c0_seq4_Symbiont"
"1571","Down",NA,"Cladocopium_Davies_comp177169_c0_seq1_Symbiont"
"1572","Down",NA,"Cladocopium_Davies_comp177326_c0_seq3_Symbiont"
"1573","Down",NA,"Cladocopium_Davies_comp177335_c0_seq1_Symbiont"
"1574","Down",NA,"Cladocopium_Davies_comp177388_c0_seq1_Symbiont"
"1575","Down",NA,"Cladocopium_Davies_comp177420_c0_seq1_Symbiont"
"1576","Down",NA,"Cladocopium_Davies_comp177441_c0_seq1_Symbiont"
"1577","Down",NA,"Cladocopium_Davies_comp177545_c0_seq1_Symbiont"
"1578","Down",NA,"Cladocopium_Davies_comp177584_c0_seq1_Symbiont"
"1579","Down",NA,"Cladocopium_Davies_comp177597_c0_seq1_Symbiont"
"1580","Down",NA,"Cladocopium_Davies_comp177611_c0_seq1_Symbiont"
"1581","Down",NA,"Cladocopium_Davies_comp177622_c0_seq1_Symbiont"
"1582","Down",NA,"Cladocopium_Davies_comp177654_c0_seq1_Symbiont"
"1583","Down",NA,"Cladocopium_Davies_comp177734_c0_seq1_Symbiont"
"1584","Down",NA,"Cladocopium_Davies_comp177798_c0_seq1_Symbiont"
"1585","Down",NA,"Cladocopium_Davies_comp177830_c0_seq1_Symbiont"
"1586","Down",NA,"Cladocopium_Davies_comp177943_c0_seq1_Symbiont"
"1587","Down",NA,"Cladocopium_Davies_comp177965_c0_seq1_Symbiont"
"1588","Down",NA,"Cladocopium_Davies_comp178058_c0_seq1_Symbiont"
"1589","Down",NA,"Cladocopium_Davies_comp178068_c1_seq1_Symbiont"
"1590","Down",NA,"Cladocopium_Davies_comp178101_c0_seq2_Symbiont"
"1591","Down",NA,"Cladocopium_Davies_comp178110_c0_seq1_Symbiont"
"1592","Down",NA,"Cladocopium_Davies_comp178174_c0_seq1_Symbiont"
"1593","Down",NA,"Cladocopium_Davies_comp178198_c0_seq1_Symbiont"
"1594","Down",NA,"Cladocopium_Davies_comp178210_c0_seq1_Symbiont"
"1595","Down",NA,"Cladocopium_Davies_comp178222_c0_seq4_Symbiont"
"1596","Down",NA,"Cladocopium_Davies_comp178227_c0_seq1_Symbiont"
"1597","Down",NA,"Cladocopium_Davies_comp178253_c0_seq1_Symbiont"
"1598","Down",NA,"Cladocopium_Davies_comp178297_c1_seq1_Symbiont"
"1599","Down",NA,"Cladocopium_Davies_comp178321_c0_seq1_Symbiont"
"1600","Down",NA,"Cladocopium_Davies_comp178430_c0_seq1_Symbiont"
"1601","Down",NA,"Cladocopium_Davies_comp178477_c0_seq1_Symbiont"
"1602","Down",NA,"Cladocopium_Davies_comp178504_c2_seq1_Symbiont"
"1603","Down",NA,"Cladocopium_Davies_comp178512_c0_seq2_Symbiont"
"1604","Down",NA,"Cladocopium_Davies_comp178536_c0_seq1_Symbiont"
"1605","Down",NA,"Cladocopium_Davies_comp178585_c0_seq1_Symbiont"
"1606","Down",NA,"Cladocopium_Davies_comp178663_c0_seq1_Symbiont"
"1607","Down",NA,"Cladocopium_Davies_comp178699_c0_seq1_Symbiont"
"1608","Down",NA,"Cladocopium_Davies_comp178700_c0_seq1_Symbiont"
"1609","Down",NA,"Cladocopium_Davies_comp178732_c0_seq1_Symbiont"
"1610","Down",NA,"Cladocopium_Davies_comp178746_c1_seq1_Symbiont"
"1611","Down",NA,"Cladocopium_Davies_comp178803_c0_seq1_Symbiont"
"1612","Down",NA,"Cladocopium_Davies_comp178816_c1_seq1_Symbiont"
"1613","Down",NA,"Cladocopium_Davies_comp178900_c0_seq1_Symbiont"
"1614","Down",NA,"Cladocopium_Davies_comp179101_c0_seq1_Symbiont"
"1615","Down",NA,"Cladocopium_Davies_comp179117_c0_seq1_Symbiont"
"1616","Down",NA,"Cladocopium_Davies_comp179142_c0_seq1_Symbiont"
"1617","Down",NA,"Cladocopium_Davies_comp179145_c0_seq1_Symbiont"
"1618","Down",NA,"Cladocopium_Davies_comp179147_c0_seq6_Symbiont"
"1619","Down",NA,"Cladocopium_Davies_comp179149_c0_seq1_Symbiont"
"1620","Down",NA,"Cladocopium_Davies_comp179197_c0_seq1_Symbiont"
"1621","Down",NA,"Cladocopium_Davies_comp179284_c0_seq2_Symbiont"
"1622","Down",NA,"Cladocopium_Davies_comp179297_c0_seq3_Symbiont"
"1623","Down",NA,"Cladocopium_Davies_comp179350_c0_seq1_Symbiont"
"1624","Down",NA,"Cladocopium_Davies_comp179406_c0_seq1_Symbiont"
"1625","Down",NA,"Cladocopium_Davies_comp179412_c0_seq1_Symbiont"
"1626","Down",NA,"Cladocopium_Davies_comp179499_c0_seq1_Symbiont"
"1627","Down",NA,"Cladocopium_Davies_comp179502_c0_seq3_Symbiont"
"1628","Down",NA,"Cladocopium_Davies_comp179580_c0_seq1_Symbiont"
"1629","Down",NA,"Cladocopium_Davies_comp179657_c0_seq1_Symbiont"
"1630","Down",NA,"Cladocopium_Davies_comp179659_c0_seq1_Symbiont"
"1631","Down",NA,"Cladocopium_Davies_comp179685_c0_seq4_Symbiont"
"1632","Down",NA,"Cladocopium_Davies_comp179696_c0_seq1_Symbiont"
"1633","Down",NA,"Cladocopium_Davies_comp179726_c0_seq1_Symbiont"
"1634","Down",NA,"Cladocopium_Davies_comp179738_c0_seq1_Symbiont"
"1635","Down",NA,"Cladocopium_Davies_comp179864_c0_seq1_Symbiont"
"1636","Down",NA,"Cladocopium_Davies_comp179939_c0_seq1_Symbiont"
"1637","Down",NA,"Cladocopium_Davies_comp180051_c0_seq1_Symbiont"
"1638","Down",NA,"Cladocopium_Davies_comp180152_c0_seq1_Symbiont"
"1639","Down",NA,"Cladocopium_Davies_comp180223_c0_seq1_Symbiont"
"1640","Down",NA,"Cladocopium_Davies_comp180326_c0_seq1_Symbiont"
"1641","Down",NA,"Cladocopium_Davies_comp180357_c0_seq1_Symbiont"
"1642","Down",NA,"Cladocopium_Davies_comp180359_c0_seq1_Symbiont"
"1643","Down",NA,"Cladocopium_Davies_comp180427_c0_seq1_Symbiont"
"1644","Down",NA,"Cladocopium_Davies_comp180464_c0_seq1_Symbiont"
"1645","Down",NA,"Cladocopium_Davies_comp180472_c0_seq1_Symbiont"
"1646","Down",NA,"Cladocopium_Davies_comp180547_c0_seq1_Symbiont"
"1647","Down",NA,"Cladocopium_Davies_comp180579_c0_seq1_Symbiont"
"1648","Down",NA,"Cladocopium_Davies_comp180592_c0_seq1_Symbiont"
"1649","Down",NA,"Cladocopium_Davies_comp180597_c0_seq1_Symbiont"
"1650","Down",NA,"Cladocopium_Davies_comp180666_c0_seq1_Symbiont"
"1651","Down",NA,"Cladocopium_Davies_comp180671_c0_seq1_Symbiont"
"1652","Down",NA,"Cladocopium_Davies_comp180699_c0_seq1_Symbiont"
"1653","Down",NA,"Cladocopium_Davies_comp180751_c0_seq1_Symbiont"
"1654","Down",NA,"Cladocopium_Davies_comp180805_c0_seq2_Symbiont"
"1655","Down",NA,"Cladocopium_Davies_comp180833_c0_seq1_Symbiont"
"1656","Down",NA,"Cladocopium_Davies_comp180835_c0_seq1_Symbiont"
"1657","Down",NA,"Cladocopium_Davies_comp180917_c0_seq1_Symbiont"
"1658","Down",NA,"Cladocopium_Davies_comp180919_c0_seq1_Symbiont"
"1659","Down",NA,"Cladocopium_Davies_comp180941_c0_seq1_Symbiont"
"1660","Down",NA,"Cladocopium_Davies_comp180994_c0_seq1_Symbiont"
"1661","Down",NA,"Cladocopium_Davies_comp180998_c1_seq1_Symbiont"
"1662","Down",NA,"Cladocopium_Davies_comp181052_c0_seq1_Symbiont"
"1663","Down",NA,"Cladocopium_Davies_comp181066_c0_seq1_Symbiont"
"1664","Down",NA,"Cladocopium_Davies_comp181076_c0_seq1_Symbiont"
"1665","Down",NA,"Cladocopium_Davies_comp181080_c0_seq2_Symbiont"
"1666","Down",NA,"Cladocopium_Davies_comp181098_c0_seq1_Symbiont"
"1667","Down",NA,"Cladocopium_Davies_comp181211_c0_seq4_Symbiont"
"1668","Down",NA,"Cladocopium_Davies_comp181230_c0_seq1_Symbiont"
"1669","Down",NA,"Cladocopium_Davies_comp181353_c0_seq1_Symbiont"
"1670","Down",NA,"Cladocopium_Davies_comp181356_c0_seq2_Symbiont"
"1671","Down",NA,"Cladocopium_Davies_comp181370_c0_seq1_Symbiont"
"1672","Down",NA,"Cladocopium_Davies_comp181497_c0_seq1_Symbiont"
"1673","Down",NA,"Cladocopium_Davies_comp181561_c0_seq2_Symbiont"
"1674","Down",NA,"Cladocopium_Davies_comp181567_c0_seq1_Symbiont"
"1675","Down",NA,"Cladocopium_Davies_comp181586_c0_seq4_Symbiont"
"1676","Down",NA,"Cladocopium_Davies_comp181600_c0_seq1_Symbiont"
"1677","Down",NA,"Cladocopium_Davies_comp181616_c0_seq1_Symbiont"
"1678","Down",NA,"Cladocopium_Davies_comp181642_c1_seq1_Symbiont"
"1679","Down",NA,"Cladocopium_Davies_comp181654_c0_seq1_Symbiont"
"1680","Down",NA,"Cladocopium_Davies_comp181722_c0_seq2_Symbiont"
"1681","Down",NA,"Cladocopium_Davies_comp181819_c0_seq2_Symbiont"
"1682","Down",NA,"Cladocopium_Davies_comp181944_c0_seq2_Symbiont"
"1683","Down",NA,"Cladocopium_Davies_comp182034_c0_seq1_Symbiont"
"1684","Down",NA,"Cladocopium_Davies_comp182096_c0_seq1_Symbiont"
"1685","Down",NA,"Cladocopium_Davies_comp182117_c0_seq1_Symbiont"
"1686","Down",NA,"Cladocopium_Davies_comp182168_c0_seq1_Symbiont"
"1687","Down",NA,"Cladocopium_Davies_comp182172_c0_seq1_Symbiont"
"1688","Down",NA,"Cladocopium_Davies_comp182330_c0_seq1_Symbiont"
"1689","Down",NA,"Cladocopium_Davies_comp182356_c0_seq1_Symbiont"
"1690","Down",NA,"Cladocopium_Davies_comp182405_c0_seq1_Symbiont"
"1691","Down",NA,"Cladocopium_Davies_comp182455_c0_seq1_Symbiont"
"1692","Down",NA,"Cladocopium_Davies_comp182560_c0_seq1_Symbiont"
"1693","Down",NA,"Cladocopium_Davies_comp182561_c0_seq5_Symbiont"
"1694","Down",NA,"Cladocopium_Davies_comp182588_c0_seq1_Symbiont"
"1695","Down",NA,"Cladocopium_Davies_comp182607_c0_seq1_Symbiont"
"1696","Down",NA,"Cladocopium_Davies_comp182608_c0_seq1_Symbiont"
"1697","Down",NA,"Cladocopium_Davies_comp182637_c0_seq1_Symbiont"
"1698","Down",NA,"Cladocopium_Davies_comp182675_c0_seq1_Symbiont"
"1699","Down",NA,"Cladocopium_Davies_comp182749_c0_seq5_Symbiont"
"1700","Down",NA,"Cladocopium_Davies_comp182851_c0_seq1_Symbiont"
"1701","Down",NA,"Cladocopium_Davies_comp182899_c0_seq4_Symbiont"
"1702","Down",NA,"Cladocopium_Davies_comp183027_c0_seq1_Symbiont"
"1703","Down",NA,"Cladocopium_Davies_comp183076_c0_seq1_Symbiont"
"1704","Down",NA,"Cladocopium_Davies_comp183084_c0_seq1_Symbiont"
"1705","Down",NA,"Cladocopium_Davies_comp183107_c0_seq1_Symbiont"
"1706","Down",NA,"Cladocopium_Davies_comp183133_c0_seq1_Symbiont"
"1707","Down",NA,"Cladocopium_Davies_comp183151_c0_seq1_Symbiont"
"1708","Down",NA,"Cladocopium_Davies_comp183166_c0_seq2_Symbiont"
"1709","Down",NA,"Cladocopium_Davies_comp183193_c0_seq1_Symbiont"
"1710","Down",NA,"Cladocopium_Davies_comp183244_c0_seq1_Symbiont"
"1711","Down",NA,"Cladocopium_Davies_comp183293_c0_seq1_Symbiont"
"1712","Down",NA,"Cladocopium_Davies_comp183438_c0_seq1_Symbiont"
"1713","Down",NA,"Cladocopium_Davies_comp183510_c0_seq1_Symbiont"
"1714","Down",NA,"Cladocopium_Davies_comp183511_c0_seq1_Symbiont"
"1715","Down",NA,"Cladocopium_Davies_comp183541_c0_seq3_Symbiont"
"1716","Down",NA,"Cladocopium_Davies_comp183556_c0_seq1_Symbiont"
"1717","Down",NA,"Cladocopium_Davies_comp183582_c0_seq2_Symbiont"
"1718","Down",NA,"Cladocopium_Davies_comp183618_c0_seq1_Symbiont"
"1719","Down",NA,"Cladocopium_Davies_comp183692_c0_seq1_Symbiont"
"1720","Down",NA,"Cladocopium_Davies_comp183732_c0_seq4_Symbiont"
"1721","Down",NA,"Cladocopium_Davies_comp183802_c0_seq1_Symbiont"
"1722","Down",NA,"Cladocopium_Davies_comp183851_c0_seq1_Symbiont"
"1723","Down",NA,"Cladocopium_Davies_comp183854_c0_seq2_Symbiont"
"1724","Down",NA,"Cladocopium_Davies_comp183883_c0_seq1_Symbiont"
"1725","Down",NA,"Cladocopium_Davies_comp184143_c0_seq1_Symbiont"
"1726","Down",NA,"Cladocopium_Davies_comp184163_c0_seq1_Symbiont"
"1727","Down",NA,"Cladocopium_Davies_comp184272_c0_seq1_Symbiont"
"1728","Down",NA,"Cladocopium_Davies_comp184343_c0_seq2_Symbiont"
"1729","Down",NA,"Cladocopium_Davies_comp184388_c0_seq1_Symbiont"
"1730","Down",NA,"Cladocopium_Davies_comp184402_c0_seq1_Symbiont"
"1731","Down",NA,"Cladocopium_Davies_comp184404_c0_seq8_Symbiont"
"1732","Down",NA,"Cladocopium_Davies_comp184416_c0_seq1_Symbiont"
"1733","Down",NA,"Cladocopium_Davies_comp184442_c0_seq1_Symbiont"
"1734","Down",NA,"Cladocopium_Davies_comp184454_c0_seq1_Symbiont"
"1735","Down",NA,"Cladocopium_Davies_comp184499_c0_seq4_Symbiont"
"1736","Down",NA,"Cladocopium_Davies_comp184549_c0_seq1_Symbiont"
"1737","Down",NA,"Cladocopium_Davies_comp184604_c0_seq1_Symbiont"
"1738","Down",NA,"Cladocopium_Davies_comp184613_c0_seq1_Symbiont"
"1739","Down",NA,"Cladocopium_Davies_comp184615_c0_seq1_Symbiont"
"1740","Down",NA,"Cladocopium_Davies_comp184630_c0_seq2_Symbiont"
"1741","Down",NA,"Cladocopium_Davies_comp184641_c0_seq2_Symbiont"
"1742","Down",NA,"Cladocopium_Davies_comp184719_c0_seq1_Symbiont"
"1743","Down",NA,"Cladocopium_Davies_comp184743_c0_seq2_Symbiont"
"1744","Down",NA,"Cladocopium_Davies_comp184761_c0_seq1_Symbiont"
"1745","Down",NA,"Cladocopium_Davies_comp184772_c0_seq1_Symbiont"
"1746","Down",NA,"Cladocopium_Davies_comp184784_c0_seq1_Symbiont"
"1747","Down",NA,"Cladocopium_Davies_comp184996_c0_seq1_Symbiont"
"1748","Down",NA,"Cladocopium_Davies_comp185050_c0_seq1_Symbiont"
"1749","Down",NA,"Cladocopium_Davies_comp185197_c0_seq2_Symbiont"
"1750","Down",NA,"Cladocopium_Davies_comp185231_c0_seq4_Symbiont"
"1751","Down",NA,"Cladocopium_Davies_comp185267_c0_seq1_Symbiont"
"1752","Down",NA,"Cladocopium_Davies_comp185310_c0_seq1_Symbiont"
"1753","Down",NA,"Cladocopium_Davies_comp185324_c0_seq1_Symbiont"
"1754","Down",NA,"Cladocopium_Davies_comp185372_c0_seq1_Symbiont"
"1755","Down",NA,"Cladocopium_Davies_comp185391_c0_seq1_Symbiont"
"1756","Down",NA,"Cladocopium_Davies_comp185396_c0_seq2_Symbiont"
"1757","Down",NA,"Cladocopium_Davies_comp185416_c0_seq2_Symbiont"
"1758","Down",NA,"Cladocopium_Davies_comp185434_c0_seq1_Symbiont"
"1759","Down",NA,"Cladocopium_Davies_comp185518_c0_seq2_Symbiont"
"1760","Down",NA,"Cladocopium_Davies_comp185550_c0_seq1_Symbiont"
"1761","Down",NA,"Cladocopium_Davies_comp185611_c0_seq1_Symbiont"
"1762","Down",NA,"Cladocopium_Davies_comp185619_c0_seq2_Symbiont"
"1763","Down",NA,"Cladocopium_Davies_comp185653_c0_seq1_Symbiont"
"1764","Down",NA,"Cladocopium_Davies_comp185660_c0_seq1_Symbiont"
"1765","Down",NA,"Cladocopium_Davies_comp185666_c0_seq1_Symbiont"
"1766","Down",NA,"Cladocopium_Davies_comp185698_c0_seq1_Symbiont"
"1767","Down",NA,"Cladocopium_Davies_comp185734_c0_seq1_Symbiont"
"1768","Down",NA,"Cladocopium_Davies_comp185745_c0_seq1_Symbiont"
"1769","Down",NA,"Cladocopium_Davies_comp185811_c0_seq1_Symbiont"
"1770","Down",NA,"Cladocopium_Davies_comp185861_c0_seq1_Symbiont"
"1771","Down",NA,"Cladocopium_Davies_comp185875_c0_seq1_Symbiont"
"1772","Down",NA,"Cladocopium_Davies_comp185942_c0_seq1_Symbiont"
"1773","Down",NA,"Cladocopium_Davies_comp185944_c0_seq1_Symbiont"
"1774","Down",NA,"Cladocopium_Davies_comp185947_c0_seq2_Symbiont"
"1775","Down",NA,"Cladocopium_Davies_comp186014_c0_seq1_Symbiont"
"1776","Down",NA,"Cladocopium_Davies_comp186123_c0_seq2_Symbiont"
"1777","Down",NA,"Cladocopium_Davies_comp186134_c0_seq1_Symbiont"
"1778","Down",NA,"Cladocopium_Davies_comp186152_c0_seq1_Symbiont"
"1779","Down",NA,"Cladocopium_Davies_comp186167_c0_seq3_Symbiont"
"1780","Down",NA,"Cladocopium_Davies_comp186191_c0_seq1_Symbiont"
"1781","Down",NA,"Cladocopium_Davies_comp186203_c0_seq1_Symbiont"
"1782","Down",NA,"Cladocopium_Davies_comp186215_c0_seq2_Symbiont"
"1783","Down",NA,"Cladocopium_Davies_comp186217_c0_seq1_Symbiont"
"1784","Down",NA,"Cladocopium_Davies_comp186238_c0_seq2_Symbiont"
"1785","Down",NA,"Cladocopium_Davies_comp186239_c1_seq1_Symbiont"
"1786","Down",NA,"Cladocopium_Davies_comp186292_c0_seq1_Symbiont"
"1787","Down",NA,"Cladocopium_Davies_comp186311_c0_seq1_Symbiont"
"1788","Down",NA,"Cladocopium_Davies_comp186433_c0_seq1_Symbiont"
"1789","Down",NA,"Cladocopium_Davies_comp186738_c0_seq1_Symbiont"
"1790","Down",NA,"Cladocopium_Davies_comp186803_c0_seq1_Symbiont"
"1791","Down",NA,"Cladocopium_Davies_comp186807_c0_seq1_Symbiont"
"1792","Down",NA,"Cladocopium_Davies_comp186839_c0_seq1_Symbiont"
"1793","Down",NA,"Cladocopium_Davies_comp186845_c0_seq1_Symbiont"
"1794","Down",NA,"Cladocopium_Davies_comp186975_c0_seq1_Symbiont"
"1795","Down",NA,"Cladocopium_Davies_comp186994_c0_seq1_Symbiont"
"1796","Down",NA,"Cladocopium_Davies_comp187002_c0_seq1_Symbiont"
"1797","Down",NA,"Cladocopium_Davies_comp187078_c0_seq1_Symbiont"
"1798","Down",NA,"Cladocopium_Davies_comp187090_c0_seq1_Symbiont"
"1799","Down",NA,"Cladocopium_Davies_comp187091_c0_seq1_Symbiont"
"1800","Down",NA,"Cladocopium_Davies_comp187110_c0_seq1_Symbiont"
"1801","Down",NA,"Cladocopium_Davies_comp187144_c0_seq1_Symbiont"
"1802","Down",NA,"Cladocopium_Davies_comp187237_c0_seq1_Symbiont"
"1803","Down",NA,"Cladocopium_Davies_comp187239_c0_seq1_Symbiont"
"1804","Down",NA,"Cladocopium_Davies_comp187260_c0_seq1_Symbiont"
"1805","Down",NA,"Cladocopium_Davies_comp187286_c0_seq1_Symbiont"
"1806","Down",NA,"Cladocopium_Davies_comp187341_c0_seq1_Symbiont"
"1807","Down",NA,"Cladocopium_Davies_comp187345_c1_seq1_Symbiont"
"1808","Down",NA,"Cladocopium_Davies_comp187364_c0_seq1_Symbiont"
"1809","Down",NA,"Cladocopium_Davies_comp187394_c0_seq1_Symbiont"
"1810","Down",NA,"Cladocopium_Davies_comp187397_c0_seq1_Symbiont"
"1811","Down",NA,"Cladocopium_Davies_comp187591_c0_seq1_Symbiont"
