"","gene","module"
"977","Siderastrea_Mexico_Barshis-Radice_Host_contig00158","brown"
"978","Siderastrea_Mexico_Barshis-Radice_Host_contig00162","brown"
"979","Siderastrea_Mexico_Barshis-Radice_Host_contig00182","brown"
"980","Siderastrea_Mexico_Barshis-Radice_Host_contig00205","brown"
"981","Siderastrea_Mexico_Barshis-Radice_Host_contig00234","brown"
"982","Siderastrea_Mexico_Barshis-Radice_Host_contig00241","brown"
"983","Siderastrea_Mexico_Barshis-Radice_Host_contig00246","brown"
"984","Siderastrea_Mexico_Barshis-Radice_Host_contig00249","brown"
"985","Siderastrea_Mexico_Barshis-Radice_Host_contig00251","brown"
"986","Siderastrea_Mexico_Barshis-Radice_Host_contig00261","brown"
"987","Siderastrea_Mexico_Barshis-Radice_Host_contig00274","brown"
"988","Siderastrea_Mexico_Barshis-Radice_Host_contig00281","brown"
"989","Siderastrea_Mexico_Barshis-Radice_Host_contig00284","brown"
"990","Siderastrea_Mexico_Barshis-Radice_Host_contig00289","brown"
"991","Siderastrea_Mexico_Barshis-Radice_Host_contig00293","brown"
"992","Siderastrea_Mexico_Barshis-Radice_Host_contig00299","brown"
"993","Siderastrea_Mexico_Barshis-Radice_Host_contig00300","brown"
"994","Siderastrea_Mexico_Barshis-Radice_Host_contig00301","brown"
"995","Siderastrea_Mexico_Barshis-Radice_Host_contig00312","brown"
"996","Siderastrea_Mexico_Barshis-Radice_Host_contig00348","brown"
"997","Siderastrea_Mexico_Barshis-Radice_Host_contig00354","brown"
"998","Siderastrea_Mexico_Barshis-Radice_Host_contig00370","brown"
"999","Siderastrea_Mexico_Barshis-Radice_Host_contig00384","brown"
"1000","Siderastrea_Mexico_Barshis-Radice_Host_contig00388","brown"
"1001","Siderastrea_Mexico_Barshis-Radice_Host_contig00391","brown"
"1002","Siderastrea_Mexico_Barshis-Radice_Host_contig00412","brown"
"1003","Siderastrea_Mexico_Barshis-Radice_Host_contig00438","brown"
"1004","Siderastrea_Mexico_Barshis-Radice_Host_contig00457","brown"
"1005","Siderastrea_Mexico_Barshis-Radice_Host_contig00464","brown"
"1006","Siderastrea_Mexico_Barshis-Radice_Host_contig00476","brown"
"1007","Siderastrea_Mexico_Barshis-Radice_Host_contig00505","brown"
"1008","Siderastrea_Mexico_Barshis-Radice_Host_contig00528","brown"
"1009","Siderastrea_Mexico_Barshis-Radice_Host_contig00538","brown"
"1010","Siderastrea_Mexico_Barshis-Radice_Host_contig00564","brown"
"1011","Siderastrea_Mexico_Barshis-Radice_Host_contig00627","brown"
"1012","Siderastrea_Mexico_Barshis-Radice_Host_contig00634","brown"
"1013","Siderastrea_Mexico_Barshis-Radice_Host_contig00637","brown"
"1014","Siderastrea_Mexico_Barshis-Radice_Host_contig00664","brown"
"1015","Siderastrea_Mexico_Barshis-Radice_Host_contig00668","brown"
"1016","Siderastrea_Mexico_Barshis-Radice_Host_contig00676","brown"
"1017","Siderastrea_Mexico_Barshis-Radice_Host_contig00682","brown"
"1018","Siderastrea_Mexico_Barshis-Radice_Host_contig00707","brown"
"1019","Siderastrea_Mexico_Barshis-Radice_Host_contig00708","brown"
"1020","Siderastrea_Mexico_Barshis-Radice_Host_contig00714","brown"
"1021","Siderastrea_Mexico_Barshis-Radice_Host_contig00716","brown"
"1022","Siderastrea_Mexico_Barshis-Radice_Host_contig00727","brown"
"1023","Siderastrea_Mexico_Barshis-Radice_Host_contig00732","brown"
"1024","Siderastrea_Mexico_Barshis-Radice_Host_contig00733","brown"
"1025","Siderastrea_Mexico_Barshis-Radice_Host_contig00744","brown"
"1026","Siderastrea_Mexico_Barshis-Radice_Host_contig00749","brown"
"1027","Siderastrea_Mexico_Barshis-Radice_Host_contig00758","brown"
"1028","Siderastrea_Mexico_Barshis-Radice_Host_contig00763","brown"
"1029","Siderastrea_Mexico_Barshis-Radice_Host_contig00770","brown"
"1030","Siderastrea_Mexico_Barshis-Radice_Host_contig00776","brown"
"1031","Siderastrea_Mexico_Barshis-Radice_Host_contig00781","brown"
"1032","Siderastrea_Mexico_Barshis-Radice_Host_contig00792","brown"
"1033","Siderastrea_Mexico_Barshis-Radice_Host_contig00804","brown"
"1034","Siderastrea_Mexico_Barshis-Radice_Host_contig00815","brown"
"1035","Siderastrea_Mexico_Barshis-Radice_Host_contig00861","brown"
"1036","Siderastrea_Mexico_Barshis-Radice_Host_contig00865","brown"
"1037","Siderastrea_Mexico_Barshis-Radice_Host_contig00869","brown"
"1038","Siderastrea_Mexico_Barshis-Radice_Host_contig00872","brown"
"1039","Siderastrea_Mexico_Barshis-Radice_Host_contig00873","brown"
"1040","Siderastrea_Mexico_Barshis-Radice_Host_contig00887","brown"
"1041","Siderastrea_Mexico_Barshis-Radice_Host_contig00893","brown"
"1042","Siderastrea_Mexico_Barshis-Radice_Host_contig00896","brown"
"1043","Siderastrea_Mexico_Barshis-Radice_Host_contig00908","brown"
"1044","Siderastrea_Mexico_Barshis-Radice_Host_contig00940","brown"
"1045","Siderastrea_Mexico_Barshis-Radice_Host_contig00964","brown"
"1046","Siderastrea_Mexico_Barshis-Radice_Host_contig00980","brown"
"1047","Siderastrea_Mexico_Barshis-Radice_Host_contig00993","brown"
"1048","Siderastrea_Mexico_Barshis-Radice_Host_contig01031","brown"
"1049","Siderastrea_Mexico_Barshis-Radice_Host_contig01040","brown"
"1050","Siderastrea_Mexico_Barshis-Radice_Host_contig01057","brown"
"1051","Siderastrea_Mexico_Barshis-Radice_Host_contig01077","brown"
"1052","Siderastrea_Mexico_Barshis-Radice_Host_contig01103","brown"
"1053","Siderastrea_Mexico_Barshis-Radice_Host_contig01119","brown"
"1054","Siderastrea_Mexico_Barshis-Radice_Host_contig01125","brown"
"1055","Siderastrea_Mexico_Barshis-Radice_Host_contig01132","brown"
"1056","Siderastrea_Mexico_Barshis-Radice_Host_contig01135","brown"
"1057","Siderastrea_Mexico_Barshis-Radice_Host_contig01142","brown"
"1058","Siderastrea_Mexico_Barshis-Radice_Host_contig01144","brown"
"1059","Siderastrea_Mexico_Barshis-Radice_Host_contig01145","brown"
"1060","Siderastrea_Mexico_Barshis-Radice_Host_contig01203","brown"
"1061","Siderastrea_Mexico_Barshis-Radice_Host_contig01214","brown"
"1062","Siderastrea_Mexico_Barshis-Radice_Host_contig01260","brown"
"1063","Siderastrea_Mexico_Barshis-Radice_Host_contig01309","brown"
"1064","Siderastrea_Mexico_Barshis-Radice_Host_contig01323","brown"
"1065","Siderastrea_Mexico_Barshis-Radice_Host_contig01333","brown"
"1066","Siderastrea_Mexico_Barshis-Radice_Host_contig01359","brown"
"1067","Siderastrea_Mexico_Barshis-Radice_Host_contig01366","brown"
"1068","Siderastrea_Mexico_Barshis-Radice_Host_contig01399","brown"
"1069","Siderastrea_Mexico_Barshis-Radice_Host_contig01403","brown"
"1070","Siderastrea_Mexico_Barshis-Radice_Host_contig01406","brown"
"1071","Siderastrea_Mexico_Barshis-Radice_Host_contig01411","brown"
"1072","Siderastrea_Mexico_Barshis-Radice_Host_contig01433","brown"
"1073","Siderastrea_Mexico_Barshis-Radice_Host_contig01439","brown"
"1074","Siderastrea_Mexico_Barshis-Radice_Host_contig01442","brown"
"1075","Siderastrea_Mexico_Barshis-Radice_Host_contig01459","brown"
"1076","Siderastrea_Mexico_Barshis-Radice_Host_contig01463","brown"
"1077","Siderastrea_Mexico_Barshis-Radice_Host_contig01477","brown"
"1078","Siderastrea_Mexico_Barshis-Radice_Host_contig01480","brown"
"1079","Siderastrea_Mexico_Barshis-Radice_Host_contig01490","brown"
"1080","Siderastrea_Mexico_Barshis-Radice_Host_contig01520","brown"
"1081","Siderastrea_Mexico_Barshis-Radice_Host_contig01525","brown"
"1082","Siderastrea_Mexico_Barshis-Radice_Host_contig01578","brown"
"1083","Siderastrea_Mexico_Barshis-Radice_Host_contig01647","brown"
"1084","Siderastrea_Mexico_Barshis-Radice_Host_contig01681","brown"
"1085","Siderastrea_Mexico_Barshis-Radice_Host_contig01684","brown"
"1086","Siderastrea_Mexico_Barshis-Radice_Host_contig01686","brown"
"1087","Siderastrea_Mexico_Barshis-Radice_Host_contig01702","brown"
"1088","Siderastrea_Mexico_Barshis-Radice_Host_contig01705","brown"
"1089","Siderastrea_Mexico_Barshis-Radice_Host_contig01713","brown"
"1090","Siderastrea_Mexico_Barshis-Radice_Host_contig01718","brown"
"1091","Siderastrea_Mexico_Barshis-Radice_Host_contig01737","brown"
"1092","Siderastrea_Mexico_Barshis-Radice_Host_contig01741","brown"
"1093","Siderastrea_Mexico_Barshis-Radice_Host_contig01754","brown"
"1094","Siderastrea_Mexico_Barshis-Radice_Host_contig01771","brown"
"1095","Siderastrea_Mexico_Barshis-Radice_Host_contig01787","brown"
"1096","Siderastrea_Mexico_Barshis-Radice_Host_contig01800","brown"
"1097","Siderastrea_Mexico_Barshis-Radice_Host_contig01801","brown"
"1098","Siderastrea_Mexico_Barshis-Radice_Host_contig01812","brown"
"1099","Siderastrea_Mexico_Barshis-Radice_Host_contig01821","brown"
"1100","Siderastrea_Mexico_Barshis-Radice_Host_contig01822","brown"
"1101","Siderastrea_Mexico_Barshis-Radice_Host_contig01833","brown"
"1102","Siderastrea_Mexico_Barshis-Radice_Host_contig01866","brown"
"1103","Siderastrea_Mexico_Barshis-Radice_Host_contig01867","brown"
"1104","Siderastrea_Mexico_Barshis-Radice_Host_contig01870","brown"
"1105","Siderastrea_Mexico_Barshis-Radice_Host_contig01878","brown"
"1106","Siderastrea_Mexico_Barshis-Radice_Host_contig01887","brown"
"1107","Siderastrea_Mexico_Barshis-Radice_Host_contig01915","brown"
"1108","Siderastrea_Mexico_Barshis-Radice_Host_contig01934","brown"
"1109","Siderastrea_Mexico_Barshis-Radice_Host_contig01953","brown"
"1110","Siderastrea_Mexico_Barshis-Radice_Host_contig01972","brown"
"1111","Siderastrea_Mexico_Barshis-Radice_Host_contig01992","brown"
"1112","Siderastrea_Mexico_Barshis-Radice_Host_contig02001","brown"
"1113","Siderastrea_Mexico_Barshis-Radice_Host_contig02013","brown"
"1114","Siderastrea_Mexico_Barshis-Radice_Host_contig02036","brown"
"1115","Siderastrea_Mexico_Barshis-Radice_Host_contig02037","brown"
"1116","Siderastrea_Mexico_Barshis-Radice_Host_contig02069","brown"
"1117","Siderastrea_Mexico_Barshis-Radice_Host_contig02073","brown"
"1118","Siderastrea_Mexico_Barshis-Radice_Host_contig02116","brown"
"1119","Siderastrea_Mexico_Barshis-Radice_Host_contig02121","brown"
"1120","Siderastrea_Mexico_Barshis-Radice_Host_contig02126","brown"
"1121","Siderastrea_Mexico_Barshis-Radice_Host_contig02129","brown"
"1122","Siderastrea_Mexico_Barshis-Radice_Host_contig02135","brown"
"1123","Siderastrea_Mexico_Barshis-Radice_Host_contig02139","brown"
"1124","Siderastrea_Mexico_Barshis-Radice_Host_contig02153","brown"
"1125","Siderastrea_Mexico_Barshis-Radice_Host_contig02154","brown"
"1126","Siderastrea_Mexico_Barshis-Radice_Host_contig02156","brown"
"1127","Siderastrea_Mexico_Barshis-Radice_Host_contig02157","brown"
"1128","Siderastrea_Mexico_Barshis-Radice_Host_contig02170","brown"
"1129","Siderastrea_Mexico_Barshis-Radice_Host_contig02175","brown"
"1130","Siderastrea_Mexico_Barshis-Radice_Host_contig02185","brown"
"1131","Siderastrea_Mexico_Barshis-Radice_Host_contig02196","brown"
"1132","Siderastrea_Mexico_Barshis-Radice_Host_contig02197","brown"
"1133","Siderastrea_Mexico_Barshis-Radice_Host_contig02206","brown"
"1134","Siderastrea_Mexico_Barshis-Radice_Host_contig02214","brown"
"1135","Siderastrea_Mexico_Barshis-Radice_Host_contig02243","brown"
"1136","Siderastrea_Mexico_Barshis-Radice_Host_contig02258","brown"
"1137","Siderastrea_Mexico_Barshis-Radice_Host_contig02312","brown"
"1138","Siderastrea_Mexico_Barshis-Radice_Host_contig02336","brown"
"1139","Siderastrea_Mexico_Barshis-Radice_Host_contig02359","brown"
"1140","Siderastrea_Mexico_Barshis-Radice_Host_contig02372","brown"
"1141","Siderastrea_Mexico_Barshis-Radice_Host_contig02382","brown"
"1142","Siderastrea_Mexico_Barshis-Radice_Host_contig02402","brown"
"1143","Siderastrea_Mexico_Barshis-Radice_Host_contig02415","brown"
"1144","Siderastrea_Mexico_Barshis-Radice_Host_contig02477","brown"
"1145","Siderastrea_Mexico_Barshis-Radice_Host_contig02488","brown"
"1146","Siderastrea_Mexico_Barshis-Radice_Host_contig02497","brown"
"1147","Siderastrea_Mexico_Barshis-Radice_Host_contig02518","brown"
"1148","Siderastrea_Mexico_Barshis-Radice_Host_contig02537","brown"
"1149","Siderastrea_Mexico_Barshis-Radice_Host_contig02540","brown"
"1150","Siderastrea_Mexico_Barshis-Radice_Host_contig02549","brown"
"1151","Siderastrea_Mexico_Barshis-Radice_Host_contig02557","brown"
"1152","Siderastrea_Mexico_Barshis-Radice_Host_contig02558","brown"
"1153","Siderastrea_Mexico_Barshis-Radice_Host_contig02562","brown"
"1154","Siderastrea_Mexico_Barshis-Radice_Host_contig02572","brown"
"1155","Siderastrea_Mexico_Barshis-Radice_Host_contig02588","brown"
"1156","Siderastrea_Mexico_Barshis-Radice_Host_contig02596","brown"
"1157","Siderastrea_Mexico_Barshis-Radice_Host_contig02641","brown"
"1158","Siderastrea_Mexico_Barshis-Radice_Host_contig02643","brown"
"1159","Siderastrea_Mexico_Barshis-Radice_Host_contig02656","brown"
"1160","Siderastrea_Mexico_Barshis-Radice_Host_contig02659","brown"
"1161","Siderastrea_Mexico_Barshis-Radice_Host_contig02688","brown"
"1162","Siderastrea_Mexico_Barshis-Radice_Host_contig02698","brown"
"1163","Siderastrea_Mexico_Barshis-Radice_Host_contig02729","brown"
"1164","Siderastrea_Mexico_Barshis-Radice_Host_contig02739","brown"
"1165","Siderastrea_Mexico_Barshis-Radice_Host_contig02744","brown"
"1166","Siderastrea_Mexico_Barshis-Radice_Host_contig02793","brown"
"1167","Siderastrea_Mexico_Barshis-Radice_Host_contig02800","brown"
"1168","Siderastrea_Mexico_Barshis-Radice_Host_contig02819","brown"
"1169","Siderastrea_Mexico_Barshis-Radice_Host_contig02834","brown"
"1170","Siderastrea_Mexico_Barshis-Radice_Host_contig02835","brown"
"1171","Siderastrea_Mexico_Barshis-Radice_Host_contig02850","brown"
"1172","Siderastrea_Mexico_Barshis-Radice_Host_contig02853","brown"
"1173","Siderastrea_Mexico_Barshis-Radice_Host_contig02878","brown"
"1174","Siderastrea_Mexico_Barshis-Radice_Host_contig02887","brown"
"1175","Siderastrea_Mexico_Barshis-Radice_Host_contig02902","brown"
"1176","Siderastrea_Mexico_Barshis-Radice_Host_contig02919","brown"
"1177","Siderastrea_Mexico_Barshis-Radice_Host_contig02925","brown"
"1178","Siderastrea_Mexico_Barshis-Radice_Host_contig02927","brown"
"1179","Siderastrea_Mexico_Barshis-Radice_Host_contig02957","brown"
"1180","Siderastrea_Mexico_Barshis-Radice_Host_contig02964","brown"
"1181","Siderastrea_Mexico_Barshis-Radice_Host_contig02974","brown"
"1182","Siderastrea_Mexico_Barshis-Radice_Host_contig02991","brown"
"1183","Siderastrea_Mexico_Barshis-Radice_Host_contig03013","brown"
"1184","Siderastrea_Mexico_Barshis-Radice_Host_contig03016","brown"
"1185","Siderastrea_Mexico_Barshis-Radice_Host_contig03072","brown"
"1186","Siderastrea_Mexico_Barshis-Radice_Host_contig03088","brown"
"1187","Siderastrea_Mexico_Barshis-Radice_Host_contig03094","brown"
"1188","Siderastrea_Mexico_Barshis-Radice_Host_contig03095","brown"
"1189","Siderastrea_Mexico_Barshis-Radice_Host_contig03099","brown"
"1190","Siderastrea_Mexico_Barshis-Radice_Host_contig03128","brown"
"1191","Siderastrea_Mexico_Barshis-Radice_Host_contig03137","brown"
"1192","Siderastrea_Mexico_Barshis-Radice_Host_contig03146","brown"
"1193","Siderastrea_Mexico_Barshis-Radice_Host_contig03157","brown"
"1194","Siderastrea_Mexico_Barshis-Radice_Host_contig03160","brown"
"1195","Siderastrea_Mexico_Barshis-Radice_Host_contig03177","brown"
"1196","Siderastrea_Mexico_Barshis-Radice_Host_contig03185","brown"
"1197","Siderastrea_Mexico_Barshis-Radice_Host_contig03188","brown"
"1198","Siderastrea_Mexico_Barshis-Radice_Host_contig03190","brown"
"1199","Siderastrea_Mexico_Barshis-Radice_Host_contig03200","brown"
"1200","Siderastrea_Mexico_Barshis-Radice_Host_contig03254","brown"
"1201","Siderastrea_Mexico_Barshis-Radice_Host_contig03263","brown"
"1202","Siderastrea_Mexico_Barshis-Radice_Host_contig03324","brown"
"1203","Siderastrea_Mexico_Barshis-Radice_Host_contig03325","brown"
"1204","Siderastrea_Mexico_Barshis-Radice_Host_contig03351","brown"
"1205","Siderastrea_Mexico_Barshis-Radice_Host_contig03364","brown"
"1206","Siderastrea_Mexico_Barshis-Radice_Host_contig03371","brown"
"1207","Siderastrea_Mexico_Barshis-Radice_Host_contig03372","brown"
"1208","Siderastrea_Mexico_Barshis-Radice_Host_contig03390","brown"
"1209","Siderastrea_Mexico_Barshis-Radice_Host_contig03394","brown"
"1210","Siderastrea_Mexico_Barshis-Radice_Host_contig03397","brown"
"1211","Siderastrea_Mexico_Barshis-Radice_Host_contig03403","brown"
"1212","Siderastrea_Mexico_Barshis-Radice_Host_contig03417","brown"
"1213","Siderastrea_Mexico_Barshis-Radice_Host_contig03438","brown"
"1214","Siderastrea_Mexico_Barshis-Radice_Host_contig03439","brown"
"1215","Siderastrea_Mexico_Barshis-Radice_Host_contig03442","brown"
"1216","Siderastrea_Mexico_Barshis-Radice_Host_contig03487","brown"
"1217","Siderastrea_Mexico_Barshis-Radice_Host_contig03498","brown"
"1218","Siderastrea_Mexico_Barshis-Radice_Host_contig03499","brown"
"1219","Siderastrea_Mexico_Barshis-Radice_Host_contig03506","brown"
"1220","Siderastrea_Mexico_Barshis-Radice_Host_contig03534","brown"
"1221","Siderastrea_Mexico_Barshis-Radice_Host_contig03537","brown"
"1222","Siderastrea_Mexico_Barshis-Radice_Host_contig03559","brown"
"1223","Siderastrea_Mexico_Barshis-Radice_Host_contig03566","brown"
"1224","Siderastrea_Mexico_Barshis-Radice_Host_contig03589","brown"
"1225","Siderastrea_Mexico_Barshis-Radice_Host_contig03601","brown"
"1226","Siderastrea_Mexico_Barshis-Radice_Host_contig03604","brown"
"1227","Siderastrea_Mexico_Barshis-Radice_Host_contig03659","brown"
"1228","Siderastrea_Mexico_Barshis-Radice_Host_contig03675","brown"
"1229","Siderastrea_Mexico_Barshis-Radice_Host_contig03704","brown"
"1230","Siderastrea_Mexico_Barshis-Radice_Host_contig03718","brown"
"1231","Siderastrea_Mexico_Barshis-Radice_Host_contig03721","brown"
"1232","Siderastrea_Mexico_Barshis-Radice_Host_contig03726","brown"
"1233","Siderastrea_Mexico_Barshis-Radice_Host_contig03786","brown"
"1234","Siderastrea_Mexico_Barshis-Radice_Host_contig03795","brown"
"1235","Siderastrea_Mexico_Barshis-Radice_Host_contig03814","brown"
"1236","Siderastrea_Mexico_Barshis-Radice_Host_contig03827","brown"
"1237","Siderastrea_Mexico_Barshis-Radice_Host_contig03833","brown"
"1238","Siderastrea_Mexico_Barshis-Radice_Host_contig03849","brown"
"1239","Siderastrea_Mexico_Barshis-Radice_Host_contig03860","brown"
"1240","Siderastrea_Mexico_Barshis-Radice_Host_contig03864","brown"
"1241","Siderastrea_Mexico_Barshis-Radice_Host_contig03886","brown"
"1242","Siderastrea_Mexico_Barshis-Radice_Host_contig03931","brown"
"1243","Siderastrea_Mexico_Barshis-Radice_Host_contig03949","brown"
"1244","Siderastrea_Mexico_Barshis-Radice_Host_contig03952","brown"
"1245","Siderastrea_Mexico_Barshis-Radice_Host_contig03975","brown"
"1246","Siderastrea_Mexico_Barshis-Radice_Host_contig03982","brown"
"1247","Siderastrea_Mexico_Barshis-Radice_Host_contig03994","brown"
"1248","Siderastrea_Mexico_Barshis-Radice_Host_contig04021","brown"
"1249","Siderastrea_Mexico_Barshis-Radice_Host_contig04023","brown"
"1250","Siderastrea_Mexico_Barshis-Radice_Host_contig04029","brown"
"1251","Siderastrea_Mexico_Barshis-Radice_Host_contig04037","brown"
"1252","Siderastrea_Mexico_Barshis-Radice_Host_contig04059","brown"
"1253","Siderastrea_Mexico_Barshis-Radice_Host_contig04082","brown"
"1254","Siderastrea_Mexico_Barshis-Radice_Host_contig04105","brown"
"1255","Siderastrea_Mexico_Barshis-Radice_Host_contig04122","brown"
"1256","Siderastrea_Mexico_Barshis-Radice_Host_contig04141","brown"
"1257","Siderastrea_Mexico_Barshis-Radice_Host_contig04158","brown"
"1258","Siderastrea_Mexico_Barshis-Radice_Host_contig04159","brown"
"1259","Siderastrea_Mexico_Barshis-Radice_Host_contig04168","brown"
"1260","Siderastrea_Mexico_Barshis-Radice_Host_contig04192","brown"
"1261","Siderastrea_Mexico_Barshis-Radice_Host_contig04198","brown"
"1262","Siderastrea_Mexico_Barshis-Radice_Host_contig04201","brown"
"1263","Siderastrea_Mexico_Barshis-Radice_Host_contig04202","brown"
"1264","Siderastrea_Mexico_Barshis-Radice_Host_contig04213","brown"
"1265","Siderastrea_Mexico_Barshis-Radice_Host_contig04256","brown"
"1266","Siderastrea_Mexico_Barshis-Radice_Host_contig04257","brown"
"1267","Siderastrea_Mexico_Barshis-Radice_Host_contig04290","brown"
"1268","Siderastrea_Mexico_Barshis-Radice_Host_contig04300","brown"
"1269","Siderastrea_Mexico_Barshis-Radice_Host_contig04301","brown"
"1270","Siderastrea_Mexico_Barshis-Radice_Host_contig04314","brown"
"1271","Siderastrea_Mexico_Barshis-Radice_Host_contig04351","brown"
"1272","Siderastrea_Mexico_Barshis-Radice_Host_contig04399","brown"
"1273","Siderastrea_Mexico_Barshis-Radice_Host_contig04402","brown"
"1274","Siderastrea_Mexico_Barshis-Radice_Host_contig04406","brown"
"1275","Siderastrea_Mexico_Barshis-Radice_Host_contig04411","brown"
"1276","Siderastrea_Mexico_Barshis-Radice_Host_contig04439","brown"
"1277","Siderastrea_Mexico_Barshis-Radice_Host_contig04450","brown"
"1278","Siderastrea_Mexico_Barshis-Radice_Host_contig04462","brown"
"1279","Siderastrea_Mexico_Barshis-Radice_Host_contig04475","brown"
"1280","Siderastrea_Mexico_Barshis-Radice_Host_contig04480","brown"
"1281","Siderastrea_Mexico_Barshis-Radice_Host_contig04486","brown"
"1282","Siderastrea_Mexico_Barshis-Radice_Host_contig04491","brown"
"1283","Siderastrea_Mexico_Barshis-Radice_Host_contig04501","brown"
"1284","Siderastrea_Mexico_Barshis-Radice_Host_contig04510","brown"
"1285","Siderastrea_Mexico_Barshis-Radice_Host_contig04517","brown"
"1286","Siderastrea_Mexico_Barshis-Radice_Host_contig04523","brown"
"1287","Siderastrea_Mexico_Barshis-Radice_Host_contig04544","brown"
"1288","Siderastrea_Mexico_Barshis-Radice_Host_contig04551","brown"
"1289","Siderastrea_Mexico_Barshis-Radice_Host_contig04559","brown"
"1290","Siderastrea_Mexico_Barshis-Radice_Host_contig04560","brown"
"1291","Siderastrea_Mexico_Barshis-Radice_Host_contig04563","brown"
"1292","Siderastrea_Mexico_Barshis-Radice_Host_contig04586","brown"
"1293","Siderastrea_Mexico_Barshis-Radice_Host_contig04615","brown"
"1294","Siderastrea_Mexico_Barshis-Radice_Host_contig04617","brown"
"1295","Siderastrea_Mexico_Barshis-Radice_Host_contig04629","brown"
"1296","Siderastrea_Mexico_Barshis-Radice_Host_contig04630","brown"
"1297","Siderastrea_Mexico_Barshis-Radice_Host_contig04634","brown"
"1298","Siderastrea_Mexico_Barshis-Radice_Host_contig04642","brown"
"1299","Siderastrea_Mexico_Barshis-Radice_Host_contig04654","brown"
"1300","Siderastrea_Mexico_Barshis-Radice_Host_contig04660","brown"
"1301","Siderastrea_Mexico_Barshis-Radice_Host_contig04665","brown"
"1302","Siderastrea_Mexico_Barshis-Radice_Host_contig04670","brown"
"1303","Siderastrea_Mexico_Barshis-Radice_Host_contig04678","brown"
"1304","Siderastrea_Mexico_Barshis-Radice_Host_contig04706","brown"
"1305","Siderastrea_Mexico_Barshis-Radice_Host_contig04720","brown"
"1306","Siderastrea_Mexico_Barshis-Radice_Host_contig04728","brown"
"1307","Siderastrea_Mexico_Barshis-Radice_Host_contig04730","brown"
"1308","Siderastrea_Mexico_Barshis-Radice_Host_contig04735","brown"
"1309","Siderastrea_Mexico_Barshis-Radice_Host_contig04742","brown"
"1310","Siderastrea_Mexico_Barshis-Radice_Host_contig04748","brown"
"1311","Siderastrea_Mexico_Barshis-Radice_Host_contig04753","brown"
"1312","Siderastrea_Mexico_Barshis-Radice_Host_contig04756","brown"
"1313","Siderastrea_Mexico_Barshis-Radice_Host_contig04763","brown"
"1314","Siderastrea_Mexico_Barshis-Radice_Host_contig04772","brown"
"1315","Siderastrea_Mexico_Barshis-Radice_Host_contig04782","brown"
"1316","Siderastrea_Mexico_Barshis-Radice_Host_contig04786","brown"
"1317","Siderastrea_Mexico_Barshis-Radice_Host_contig04790","brown"
"1318","Siderastrea_Mexico_Barshis-Radice_Host_contig04824","brown"
"1319","Siderastrea_Mexico_Barshis-Radice_Host_contig04832","brown"
"1320","Siderastrea_Mexico_Barshis-Radice_Host_contig04845","brown"
"1321","Siderastrea_Mexico_Barshis-Radice_Host_contig04853","brown"
"1322","Siderastrea_Mexico_Barshis-Radice_Host_contig04854","brown"
"1323","Siderastrea_Mexico_Barshis-Radice_Host_contig04869","brown"
"1324","Siderastrea_Mexico_Barshis-Radice_Host_contig04898","brown"
"1325","Siderastrea_Mexico_Barshis-Radice_Host_contig04924","brown"
"1326","Siderastrea_Mexico_Barshis-Radice_Host_contig04941","brown"
"1327","Siderastrea_Mexico_Barshis-Radice_Host_contig04960","brown"
"1328","Siderastrea_Mexico_Barshis-Radice_Host_contig04965","brown"
"1329","Siderastrea_Mexico_Barshis-Radice_Host_contig04975","brown"
"1330","Siderastrea_Mexico_Barshis-Radice_Host_contig05002","brown"
"1331","Siderastrea_Mexico_Barshis-Radice_Host_contig05004","brown"
"1332","Siderastrea_Mexico_Barshis-Radice_Host_contig05015","brown"
"1333","Siderastrea_Mexico_Barshis-Radice_Host_contig05074","brown"
"1334","Siderastrea_Mexico_Barshis-Radice_Host_contig05077","brown"
"1335","Siderastrea_Mexico_Barshis-Radice_Host_contig05083","brown"
"1336","Siderastrea_Mexico_Barshis-Radice_Host_contig05084","brown"
"1337","Siderastrea_Mexico_Barshis-Radice_Host_contig05092","brown"
"1338","Siderastrea_Mexico_Barshis-Radice_Host_contig05110","brown"
"1339","Siderastrea_Mexico_Barshis-Radice_Host_contig05126","brown"
"1340","Siderastrea_Mexico_Barshis-Radice_Host_contig05131","brown"
"1341","Siderastrea_Mexico_Barshis-Radice_Host_contig05137","brown"
"1342","Siderastrea_Mexico_Barshis-Radice_Host_contig05141","brown"
"1343","Siderastrea_Mexico_Barshis-Radice_Host_contig05152","brown"
"1344","Siderastrea_Mexico_Barshis-Radice_Host_contig05171","brown"
"1345","Siderastrea_Mexico_Barshis-Radice_Host_contig05206","brown"
"1346","Siderastrea_Mexico_Barshis-Radice_Host_contig05219","brown"
"1347","Siderastrea_Mexico_Barshis-Radice_Host_contig05234","brown"
"1348","Siderastrea_Mexico_Barshis-Radice_Host_contig05277","brown"
"1349","Siderastrea_Mexico_Barshis-Radice_Host_contig05297","brown"
"1350","Siderastrea_Mexico_Barshis-Radice_Host_contig05316","brown"
"1351","Siderastrea_Mexico_Barshis-Radice_Host_contig05320","brown"
"1352","Siderastrea_Mexico_Barshis-Radice_Host_contig05339","brown"
"1353","Siderastrea_Mexico_Barshis-Radice_Host_contig05348","brown"
"1354","Siderastrea_Mexico_Barshis-Radice_Host_contig05367","brown"
