ContigName,PC_349_C_Sid_yr2,PC_350_La_Sid_yr2,PC_361_N_Sid_yr2,PC_362_C_Sid_yr2,PC_363_La_Sid_yr2,PC_364_N_Sid_yr2,PC_365_C_Sid_yr2,PC_366_La_Sid_yr2,PC_368_C_Sid_yr2,PC_370_N_Sid_yr2,PC_371_C_Sid_yr2,PC_372_La_Sid_yr2,PC_373_N_Sid_yr2,PC_374_C_Sid_yr2,PC_375_La_Sid_yr2,PC_376_N_Sid_yr2,PO_331_C_Sid_yr2,PO_332_La_Sid_yr2,PO_333_N_Sid_yr2,PO_334_C_Sid_yr2,PO_335_La_Sid_yr2,PO_336_N_Sid_yr2,PO_337_C_Sid_yr2,PO_338_La_Sid_yr2,PO_339_N_Sid_yr2,PO_340_C_Sid_yr2,PO_341_La_Sid_yr2,PO_342_N_Sid_yr2,PO_343_C_Sid_yr2,PO_344_La_Sid_yr2,PO_345_N_Sid_yr2,PO_347_La_Sid_yr2,PO_348_N_Sid_yr2,R_003_C_Sid_yr2,R_004_La_Sid_yr2,R_005_N_Sid_yr2,R_009_C_Sid_yr2,R_010_La_Sid_yr2,R_011_N_Sid_yr2,R_012_C_Sid_yr2,R_013_La_Sid_yr2,R_014_N_Sid_yr2,R_015_C_Sid_yr2,R_017_N_Sid_yr2,R_018_C_Sid_yr2,R_019_La_Sid_yr2,R_020_N_Sid_yr2,R_021_C_Sid_yr2,R_022_La_Sid_yr2,R_024_C_Sid_yr2,R_025_La_Sid_yr2,R_026_N_Sid_yr2,R_027_C_Sid_yr2,R_029_N_Sid_yr2,R_030_C_Sid_yr2,R_031_La_Sid_yr2
Siderastrea_Mexico_Barshis-Radice_Host_contig14880,0,0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,12,0,2,0,3,2,11,2,3,2,0,1,0,0,3,0,3,1,3,7,0,1,2,0,2,3,0,1,0,48,3,1,0,2,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14881,2,2,0,1,0,4,4,3,4,0,1,4,0,2,1,0,3,1,1,5,1,0,1,0,1,4,2,0,1,2,2,0,7,0,2,3,5,0,2,1,2,0,4,0,0,2,1,2,0,0,22,0,3,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14882,0,0,1,0,0,2,0,0,4,0,0,3,0,0,1,0,0,0,0,4,0,0,2,0,0,2,2,5,2,2,2,13,0,3,1,4,4,1,1,0,4,0,0,0,0,1,2,0,6,0,7,0,1,1,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14883,6,3,5,6,2,11,8,16,13,0,18,5,1,1,9,0,4,3,1,2,1,0,5,0,4,12,9,0,3,5,14,2,19,2,13,14,5,5,9,22,34,0,10,24,0,5,11,8,3,19,150,3,8,33,7,29
Siderastrea_Mexico_Barshis-Radice_Host_contig14884,3,0,2,0,0,3,1,2,1,0,1,0,0,0,1,0,5,1,0,5,2,0,4,0,3,7,2,0,6,0,0,0,4,0,2,4,1,1,0,5,3,0,4,0,1,0,0,2,4,0,0,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14885,0,1,2,0,2,3,3,11,10,0,4,5,0,6,2,0,1,2,0,2,1,0,2,1,2,5,10,4,4,3,2,4,9,0,4,1,0,1,1,3,4,0,2,2,0,6,5,1,3,0,6,0,4,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14886,1,1,0,3,1,3,6,0,5,0,0,2,0,1,1,0,0,1,0,1,1,0,4,0,2,2,1,0,0,2,11,7,1,1,5,12,7,3,4,26,41,0,5,23,0,6,7,4,2,0,66,0,4,8,5,20
Siderastrea_Mexico_Barshis-Radice_Host_contig14887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14888,3,2,0,1,1,15,3,2,10,0,16,5,0,2,7,0,2,12,0,8,1,0,1,0,4,2,4,3,6,2,4,6,27,3,6,15,14,5,11,10,5,0,13,0,0,5,2,2,5,0,6,0,8,1,10,2
Siderastrea_Mexico_Barshis-Radice_Host_contig14889,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,1,1,0,2,0,7,0,0,2,0,0,2,1,2,28,3,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14890,2,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,2,2,5,0,0,0,2,12,0,2,8,0,0,4,0,0,0,47,0,0,7,2,7
Siderastrea_Mexico_Barshis-Radice_Host_contig14891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,5,2,3,8,0,3,6,0,5,1,0,1,0,0,0,2,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14892,0,1,1,0,0,3,0,1,0,0,5,2,0,1,3,0,2,0,0,4,0,0,6,0,0,4,0,0,0,0,0,7,2,0,3,1,0,1,3,10,6,0,1,2,0,0,2,0,5,0,15,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14893,1,1,4,0,1,2,6,1,8,2,0,2,0,1,3,1,0,2,0,1,1,0,5,1,6,0,1,0,2,10,5,6,0,0,0,2,0,0,1,1,8,0,1,2,0,2,3,0,13,0,88,0,2,0,1,6
Siderastrea_Mexico_Barshis-Radice_Host_contig14894,0,0,0,0,0,1,1,2,1,0,2,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,4,0,0,1,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14895,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,3,3,1,1,2,7,9,2,2,6,0,2,3,2,3,1,7,0,3,5,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14896,0,0,0,2,0,0,2,0,4,0,3,2,0,1,0,0,0,0,0,2,0,0,4,1,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,1,5,0,0,0,0,0,2,0,5,0,17,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14897,0,1,0,0,2,4,3,2,6,0,9,2,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,6,0,0,0,3,0,1,7,3,1,0,1,5,0,2,9,0,1,2,0,1,0,14,0,0,0,3,2
Siderastrea_Mexico_Barshis-Radice_Host_contig14898,1,0,6,3,4,4,10,11,10,0,4,12,2,0,4,0,6,3,0,16,2,1,16,1,4,0,4,5,10,4,7,4,1,6,5,10,6,4,4,4,15,0,6,3,0,1,12,3,2,0,13,0,4,0,10,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14899,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14900,0,1,1,1,0,6,1,0,1,0,9,2,0,0,0,0,1,2,1,1,0,0,4,1,1,1,3,0,3,1,3,0,1,1,1,5,1,1,6,1,6,0,0,3,0,1,3,0,3,0,18,0,1,0,4,6
Siderastrea_Mexico_Barshis-Radice_Host_contig14901,0,0,2,2,2,5,3,4,3,4,3,4,0,1,1,0,1,0,2,5,2,0,16,0,1,2,3,2,1,3,5,13,5,5,8,4,5,1,0,5,7,0,3,3,0,3,3,4,6,0,2,0,5,0,10,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14902,2,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,2,0,0,0,1,0,0,0,9,0,0,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14903,0,0,1,0,2,2,1,5,1,0,1,3,0,2,0,0,0,7,0,0,1,0,0,4,2,3,3,2,0,3,1,4,0,0,3,2,3,1,1,3,8,0,5,2,0,1,1,1,4,0,15,0,3,7,0,5
Siderastrea_Mexico_Barshis-Radice_Host_contig14904,2,1,1,4,4,3,5,2,6,1,9,1,0,1,1,0,0,1,1,4,1,0,4,0,1,1,4,2,6,6,5,10,0,0,3,8,7,4,3,6,32,0,10,11,0,5,3,2,7,0,41,0,9,16,2,11
Siderastrea_Mexico_Barshis-Radice_Host_contig14905,5,1,12,2,5,21,12,11,15,6,17,7,1,4,9,0,3,17,3,19,7,0,7,0,3,13,8,8,14,15,23,17,13,12,17,20,9,11,19,24,17,2,18,8,1,5,11,11,9,12,0,0,24,0,8,14
Siderastrea_Mexico_Barshis-Radice_Host_contig14906,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,0,4,5,1,1,1,2,0,1,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14907,2,2,2,0,4,2,1,2,1,0,11,3,0,0,2,1,3,4,0,2,1,0,3,1,2,1,1,0,2,0,2,1,18,7,4,3,3,4,8,9,13,0,2,6,0,2,1,2,5,15,41,0,1,2,5,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14908,28,13,13,17,14,39,46,49,30,10,67,54,0,36,39,2,11,37,5,36,3,0,37,4,6,19,34,27,23,33,53,94,72,14,49,73,70,42,41,132,364,7,53,132,11,65,67,34,59,147,927,0,36,113,53,183
Siderastrea_Mexico_Barshis-Radice_Host_contig14909,1,7,0,5,1,5,7,12,5,0,20,22,0,5,12,1,0,0,1,9,2,0,1,0,5,0,4,3,9,4,0,0,0,6,7,24,2,4,4,27,30,0,6,18,0,12,6,3,0,2,43,0,2,16,1,9
Siderastrea_Mexico_Barshis-Radice_Host_contig14910,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,1,12,0,0,5,0,0,0,0,0,0,23,0,2,5,0,8
Siderastrea_Mexico_Barshis-Radice_Host_contig14911,0,2,0,0,0,2,1,0,3,1,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,1,3,0,0,3,0,0,6,0,4,3,0,1,1,1,0,0,4,0,0,0,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig14912,0,0,0,1,0,0,1,3,0,0,0,2,0,2,1,0,0,0,1,2,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0,2,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14913,1,2,1,5,3,6,5,1,3,0,2,1,0,3,7,0,0,5,0,7,4,0,4,5,0,1,4,1,5,2,4,2,6,1,3,3,3,2,2,0,24,0,1,5,0,2,3,3,6,8,65,0,5,2,6,12
Siderastrea_Mexico_Barshis-Radice_Host_contig14914,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14915,1,0,0,1,0,5,2,1,1,0,8,1,0,1,1,0,2,2,0,3,0,0,2,0,1,1,2,0,0,3,2,0,3,1,2,2,3,2,0,3,2,0,0,0,0,1,2,0,1,0,11,0,1,0,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14916,0,0,0,0,0,2,2,0,0,1,0,4,2,0,0,0,1,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,4,0,2,3,0,0,0,1,0,0,1,1,0,0,0,4
Siderastrea_Mexico_Barshis-Radice_Host_contig14917,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,3,4,3,2,0,0,0,13,11,0,0,4,0,1,0,0,0,0,5,0,1,0,2,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14918,0,1,1,0,0,0,0,1,1,6,0,8,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,8,31,3,4,8,79,12,0,4,29,0,14,7,10,1,104,32,0,1,66,0,10
Siderastrea_Mexico_Barshis-Radice_Host_contig14919,1,1,2,2,1,2,4,2,4,0,0,5,0,1,1,0,2,0,0,1,0,0,4,0,1,0,1,2,8,0,3,5,0,0,3,0,3,2,3,6,2,0,2,6,1,0,5,1,4,0,41,0,0,0,2,4
Siderastrea_Mexico_Barshis-Radice_Host_contig14920,2,0,1,2,0,3,2,2,1,0,13,7,0,0,1,0,0,4,0,5,0,0,2,0,1,0,1,5,1,0,0,0,4,0,2,1,9,1,2,10,11,0,2,5,0,1,4,6,3,0,13,0,1,9,3,7
Siderastrea_Mexico_Barshis-Radice_Host_contig14921,0,1,1,2,0,1,2,2,9,0,0,0,0,1,1,0,1,2,0,3,0,0,3,0,0,10,1,0,1,0,1,8,5,1,3,3,5,3,2,2,9,0,3,1,0,2,2,1,0,0,64,0,0,11,1,8
Siderastrea_Mexico_Barshis-Radice_Host_contig14922,6,3,2,6,1,6,3,5,6,3,6,3,0,0,3,0,2,4,0,3,2,0,3,0,5,4,1,4,6,3,15,8,5,3,7,2,5,2,2,30,17,0,14,11,0,3,4,4,2,1,29,0,5,6,4,12
Siderastrea_Mexico_Barshis-Radice_Host_contig14923,0,0,1,1,0,2,0,1,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,0,8,0,0,0,0,2,0,0,1,0,3,0,0,0,1,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14924,1,2,1,0,2,1,3,6,3,0,7,10,0,2,0,0,2,0,0,5,1,0,8,0,0,0,2,6,4,0,6,0,2,1,2,2,4,3,2,15,3,0,3,1,0,2,6,0,4,1,10,0,1,0,3,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14925,0,0,2,3,0,3,3,2,3,0,0,1,0,0,1,0,0,2,0,2,0,0,1,0,0,1,7,2,2,2,1,5,4,3,3,4,4,1,2,4,4,0,6,3,0,1,2,1,1,0,6,0,9,1,1,5
Siderastrea_Mexico_Barshis-Radice_Host_contig14926,0,1,1,3,0,6,6,2,7,0,1,3,0,4,1,0,1,2,5,4,0,0,1,0,1,3,1,0,1,1,0,2,6,3,1,3,9,2,3,12,5,0,5,2,0,1,3,1,0,0,22,0,4,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14927,11,15,3,11,3,30,21,12,17,10,37,22,0,12,15,0,3,22,1,23,11,1,26,6,7,32,5,8,16,12,25,15,33,20,32,38,34,27,27,32,51,0,23,19,0,25,20,5,24,7,133,0,21,8,19,10
Siderastrea_Mexico_Barshis-Radice_Host_contig14928,0,1,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,12,1,0,2,0,0,0,0,0,0,5,0,0,0,5,2,1,1,6,0,0,2,0,0,0,1,0,0,16,0,0,0,3,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14929,2,2,0,1,0,1,0,2,2,0,0,0,0,0,0,0,2,1,0,0,6,0,4,0,0,2,0,0,0,0,3,0,0,0,2,0,5,3,2,5,7,0,1,4,0,1,2,2,3,0,4,0,4,11,3,4
Siderastrea_Mexico_Barshis-Radice_Host_contig14930,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,3,1,2,1,3,2,1,1,0,0,0,4,0,0,0,17,0,0,8,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14931,3,0,2,1,0,1,3,0,5,0,4,2,0,1,7,0,1,6,0,4,1,0,5,0,2,1,4,1,1,2,4,3,0,1,2,5,5,6,2,3,8,0,4,4,0,0,2,4,1,0,4,0,1,8,9,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14932,4,1,1,2,0,7,9,4,4,2,5,4,0,6,2,0,3,3,0,12,2,0,10,1,2,3,5,2,6,1,2,2,10,1,6,5,1,4,4,4,3,0,3,1,0,8,2,2,6,0,1,0,2,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14933,32237,11835,39408,38855,56392,78335,63300,45448,74138,9140,60382,94367,1360,27651,62363,2074,17888,72853,12846,57940,28395,1595,57691,6435,18323,31783,47964,37849,59460,37103,38702,83303,72025,47276,72429,61762,42241,65912,64716,36924,43110,2629,60391,30356,2981,74096,31144,27110,35332,39117,18057,417,59311,12058,60954,66242
Siderastrea_Mexico_Barshis-Radice_Host_contig14934,1,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,3,0,1,1,0,2,1,0,0,0,25,0,4,0,0,5
Siderastrea_Mexico_Barshis-Radice_Host_contig14935,11,5,2,3,14,4,5,14,4,9,11,7,0,14,6,0,0,3,3,14,10,0,18,10,8,3,3,5,14,5,3,14,14,0,41,17,8,19,39,714,300,3,23,94,0,17,38,24,19,200,264,0,7,113,6,60
Siderastrea_Mexico_Barshis-Radice_Host_contig14936,0,0,2,6,0,2,7,6,7,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,1,6,6,7,1,7,0,1,5,5,0,5,6,12,0,0,4,0,0,6,0,2,0,25,0,5,1,0,4
Siderastrea_Mexico_Barshis-Radice_Host_contig14937,0,0,0,0,0,0,1,0,0,0,8,9,1,0,0,0,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,12,9,11,0,0,0,0,0,0,1,1,0,0,0,6,0,0,3,0,2,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,2,0,8,0,0,3,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14939,5,10,4,9,9,24,36,29,30,12,59,47,0,30,25,0,12,24,0,34,8,0,47,3,9,21,34,13,27,19,15,39,30,44,60,79,34,40,32,31,81,1,47,47,2,28,12,14,24,1,183,0,31,51,16,37
Siderastrea_Mexico_Barshis-Radice_Host_contig14940,0,0,0,0,0,1,1,0,0,0,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,2,4,3,0,1,3,0,0,0,0,1,0,18,0,0,0,2,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,1,0,0,0,8,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14943,0,0,0,0,0,1,5,1,2,0,0,1,0,1,0,0,0,2,0,2,0,1,1,0,0,3,0,0,0,1,2,6,7,0,0,4,1,1,3,6,8,0,1,8,0,1,5,0,1,0,7,0,2,0,0,4
Siderastrea_Mexico_Barshis-Radice_Host_contig14944,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,3,1,3,0,2,5,0,4,0,0,0,1,1,0,0,5,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14945,1,0,2,1,0,2,1,3,6,0,9,4,0,6,5,0,1,2,0,1,0,0,0,0,0,4,2,3,1,5,0,4,0,1,3,5,2,1,3,11,13,0,3,9,0,0,1,4,0,10,27,0,10,17,1,17
Siderastrea_Mexico_Barshis-Radice_Host_contig14946,9,1,2,1,5,4,6,4,10,0,2,6,0,3,8,0,10,11,0,5,0,0,2,3,1,7,9,2,1,0,3,14,7,4,3,3,1,2,4,4,37,0,4,16,0,4,18,7,5,0,204,1,2,7,0,27
Siderastrea_Mexico_Barshis-Radice_Host_contig14947,2,1,1,2,1,2,11,2,3,0,6,4,0,3,4,0,0,8,2,7,0,1,6,0,4,0,4,0,0,4,0,1,4,2,1,1,1,0,1,5,6,0,5,0,0,4,2,0,4,0,2,0,4,0,2,0
Siderastrea_Mexico_Barshis-Radice_Host_contig14948,4,2,3,4,3,3,12,5,4,1,23,7,0,3,2,0,4,5,0,6,0,0,6,0,2,10,6,2,7,0,3,15,19,5,8,10,1,4,0,14,14,0,5,2,0,4,4,1,9,0,6,0,0,5,1,8
Siderastrea_Mexico_Barshis-Radice_Host_contig14949,0,0,0,0,0,1,4,0,2,0,6,0,0,0,1,0,0,3,1,3,0,0,2,0,1,0,0,0,1,2,2,0,0,1,4,2,1,1,4,8,14,0,0,8,0,2,7,2,2,34,10,0,2,4,1,12
Siderastrea_Mexico_Barshis-Radice_Host_contig14950,1,2,1,1,1,0,2,0,0,0,1,1,0,0,3,0,0,0,4,1,0,0,1,0,1,0,1,1,1,0,0,1,5,2,6,6,1,0,3,0,4,0,4,0,0,0,4,0,5,0,6,0,2,0,2,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14951,7,1,10,7,2,6,19,13,3,5,26,18,0,5,7,0,7,6,0,13,3,0,23,0,12,11,9,16,1,1,5,23,21,7,26,12,19,7,9,11,10,0,10,4,0,10,12,4,11,37,20,0,6,1,6,11
Siderastrea_Mexico_Barshis-Radice_Host_contig14952,9,1,1,0,1,3,3,8,1,0,3,6,0,2,4,0,0,2,0,3,2,0,1,0,1,0,4,3,0,0,5,0,7,1,0,5,6,0,1,10,8,1,6,4,0,1,4,1,3,0,7,0,1,2,2,4
Siderastrea_Mexico_Barshis-Radice_Host_contig14953,0,1,2,0,0,3,2,0,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,1,3,1,2,0,3,0,14,1,0,2,5,1,1,1,0,0,0,15,0,2,0,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig14954,0,1,0,1,1,0,3,0,1,2,11,2,0,6,2,0,0,3,0,2,1,4,3,1,0,1,1,4,3,3,10,5,17,2,7,4,11,4,4,16,72,0,10,13,0,6,14,5,7,1,186,0,7,7,12,27
Siderastrea_Mexico_Barshis-Radice_Host_contig14955,9,5,7,6,5,22,29,8,28,1,48,32,0,12,9,0,2,19,11,19,6,0,16,5,20,23,9,13,27,9,9,15,10,16,19,34,18,21,33,22,17,0,32,9,0,8,8,8,28,38,37,0,19,4,23,15
Siderastrea_Mexico_Barshis-Radice_Host_contig14956,6,0,1,1,1,3,3,1,8,1,14,11,1,5,5,0,5,1,1,2,6,0,11,1,3,3,2,4,4,5,0,12,7,3,1,2,6,2,2,8,16,1,7,4,0,2,6,3,8,0,66,0,3,7,3,9
Siderastrea_Mexico_Barshis-Radice_Host_contig14957,0,0,0,0,1,2,0,1,1,2,0,1,0,5,5,0,0,1,0,0,0,0,6,0,0,6,2,1,0,7,8,0,0,0,0,5,3,0,4,6,9,0,0,5,0,0,4,1,7,0,9,0,1,3,0,7
Siderastrea_Mexico_Barshis-Radice_Host_contig14958,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,11,0,1,8,0,1,7,3,2,0,29,0,0,0,0,4
Siderastrea_Mexico_Barshis-Radice_Host_contig14959,0,0,0,1,0,0,1,4,2,0,1,1,0,0,3,0,0,0,0,0,1,0,2,0,1,8,0,0,2,0,0,0,0,0,0,5,4,2,0,4,0,0,1,0,0,0,3,0,2,0,3,0,1,0,2,2
Siderastrea_Mexico_Barshis-Radice_Host_contig14960,3,1,2,0,0,4,6,1,2,1,3,1,0,1,0,0,0,2,0,2,1,9,0,0,1,1,1,0,0,1,1,5,3,1,2,8,3,1,3,3,6,0,6,5,0,6,5,1,11,0,4,0,3,0,3,4
Siderastrea_Mexico_Barshis-Radice_Host_contig14961,4,8,2,16,1,8,12,6,12,0,9,4,0,5,4,0,2,8,4,16,6,0,26,3,4,4,9,14,2,11,6,28,24,8,11,9,25,7,13,10,10,1,5,5,0,1,8,4,1,0,9,0,12,2,11,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14962,0,1,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,7,0,2,2,0,0,5,0,2,0,11,0,0,0,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig14963,7,1,0,3,0,4,5,10,5,0,0,6,1,3,5,0,0,2,4,2,0,0,5,2,0,4,2,3,4,16,0,0,3,9,8,4,6,5,4,7,11,0,5,1,0,5,5,1,8,0,1,0,1,0,5,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14964,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,8,1,0,0,0,4,1,1,0,0,1,0,0,2,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig14965,8,4,8,9,3,14,28,12,19,5,47,44,1,18,26,1,19,20,8,42,13,1,45,4,14,19,16,11,26,7,11,30,37,14,17,20,53,25,20,27,46,0,16,20,0,13,39,20,19,39,48,0,30,1,8,16
Siderastrea_Mexico_Barshis-Radice_Host_contig14966,4,0,1,0,0,0,6,1,2,0,2,1,0,1,0,0,2,0,1,8,0,0,5,0,4,0,2,6,4,3,0,0,11,1,4,0,1,4,2,5,1,0,1,2,0,3,4,1,4,0,2,0,0,0,2,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14967,0,2,1,1,0,1,2,1,2,0,4,5,0,2,7,0,1,7,2,27,1,0,19,1,5,12,2,5,1,1,16,9,14,37,32,23,25,28,14,53,11,0,15,19,0,9,5,46,56,29,64,0,32,21,4,21
Siderastrea_Mexico_Barshis-Radice_Host_contig14968,0,1,1,0,0,1,2,2,2,2,1,8,0,4,2,0,2,8,0,2,2,0,1,1,1,1,4,2,5,4,3,12,3,1,3,6,4,6,6,9,10,0,4,3,0,7,2,1,1,0,5,0,6,0,1,3
Siderastrea_Mexico_Barshis-Radice_Host_contig14969,3,0,1,1,1,0,2,2,3,0,4,2,0,0,0,0,2,0,5,3,1,0,2,0,2,2,1,4,1,2,2,3,11,1,4,1,6,3,2,2,2,0,0,2,0,2,1,0,4,0,9,0,3,2,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig14970,0,0,0,0,1,1,0,0,3,0,2,4,0,2,0,0,0,0,0,5,1,0,0,0,0,0,4,0,3,6,0,6,0,0,2,0,2,1,3,0,2,0,4,1,0,0,1,0,10,0,6,0,2,0,1,5
Siderastrea_Mexico_Barshis-Radice_Host_contig14971,0,0,0,2,0,4,5,3,4,0,7,7,0,0,4,0,0,4,0,2,0,0,10,3,3,2,5,0,1,8,1,5,0,3,2,2,8,0,2,4,2,0,2,2,0,2,2,2,4,0,15,0,3,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig14972,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,5,0,1,1,0,1,0,0,0,0,22,0,0,7,0,5
