ContigName,PC_349_C_Sid_yr2,PC_350_La_Sid_yr2,PC_361_N_Sid_yr2,PC_362_C_Sid_yr2,PC_363_La_Sid_yr2,PC_364_N_Sid_yr2,PC_365_C_Sid_yr2,PC_366_La_Sid_yr2,PC_368_C_Sid_yr2,PC_370_N_Sid_yr2,PC_371_C_Sid_yr2,PC_372_La_Sid_yr2,PC_373_N_Sid_yr2,PC_374_C_Sid_yr2,PC_375_La_Sid_yr2,PC_376_N_Sid_yr2,PO_331_C_Sid_yr2,PO_332_La_Sid_yr2,PO_333_N_Sid_yr2,PO_334_C_Sid_yr2,PO_335_La_Sid_yr2,PO_336_N_Sid_yr2,PO_337_C_Sid_yr2,PO_338_La_Sid_yr2,PO_339_N_Sid_yr2,PO_340_C_Sid_yr2,PO_341_La_Sid_yr2,PO_342_N_Sid_yr2,PO_343_C_Sid_yr2,PO_344_La_Sid_yr2,PO_345_N_Sid_yr2,PO_347_La_Sid_yr2,PO_348_N_Sid_yr2,R_003_C_Sid_yr2,R_004_La_Sid_yr2,R_005_N_Sid_yr2,R_009_C_Sid_yr2,R_010_La_Sid_yr2,R_011_N_Sid_yr2,R_012_C_Sid_yr2,R_013_La_Sid_yr2,R_014_N_Sid_yr2,R_015_C_Sid_yr2,R_017_N_Sid_yr2,R_018_C_Sid_yr2,R_019_La_Sid_yr2,R_020_N_Sid_yr2,R_021_C_Sid_yr2,R_022_La_Sid_yr2,R_024_C_Sid_yr2,R_025_La_Sid_yr2,R_026_N_Sid_yr2,R_027_C_Sid_yr2,R_029_N_Sid_yr2,R_030_C_Sid_yr2,R_031_La_Sid_yr2
Siderastrea_Mexico_Barshis-Radice_Host_contig00001,1,0,0,1,0,2,0,0,1,0,6,4,0,0,3,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,3,0,2,1,2,4,1,0,3,3,9,0,4,5,1,2,5,0,0,25,0,0,4,1,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00002,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3,0,0,0,2,0,3,3,10,27,1,3,10,0,1,6,3,6,1,50,0,2,13,5,16
Siderastrea_Mexico_Barshis-Radice_Host_contig00003,0,2,0,3,0,0,2,1,2,0,2,5,0,0,0,0,0,0,0,4,7,0,8,0,1,5,2,1,0,2,0,10,1,7,2,2,6,2,1,8,6,0,6,2,0,1,2,1,5,0,9,0,12,0,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00004,0,1,1,0,1,4,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,5,3,3,0,2,3,0,0,1,0,6,0,3,0,0,15,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00005,2,0,1,1,2,10,5,3,4,0,13,4,0,6,3,0,2,4,0,10,5,0,7,0,4,4,8,0,0,1,1,3,0,3,9,9,9,7,8,5,11,0,6,5,0,4,11,2,8,0,20,1,7,0,6,5
Siderastrea_Mexico_Barshis-Radice_Host_contig00006,0,0,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,3,0,0,3,0,1,3,1,0,1,0,8,0,0,7,0,0,2,1,2,41,42,0,4,1,0,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00007,1,1,1,0,0,2,0,1,1,2,6,1,1,0,2,0,1,2,0,3,0,0,0,1,3,0,0,0,0,0,0,1,3,0,2,3,0,0,0,7,16,0,1,12,0,2,6,2,12,0,40,0,0,3,0,8
Siderastrea_Mexico_Barshis-Radice_Host_contig00008,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,2,3,0,0,5,2,0,2,0,0,1,0,3,4,0,1,2,0,1,0,0,0,0,9,0,1,3,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00009,2,1,3,4,2,10,7,3,4,0,4,8,0,0,4,0,2,5,1,9,0,0,31,1,6,9,5,3,11,9,4,11,13,4,10,7,16,5,6,24,7,0,7,2,0,6,11,3,12,77,5,0,11,1,2,12
Siderastrea_Mexico_Barshis-Radice_Host_contig00010,0,3,3,0,0,4,5,9,9,0,9,4,0,4,2,0,1,1,7,15,2,1,14,1,9,8,10,6,1,7,11,32,26,3,11,8,13,6,1,11,13,0,0,1,0,6,5,0,1,39,13,0,5,0,0,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00011,4,3,3,1,1,4,4,2,4,0,6,3,0,7,5,0,3,6,0,4,0,0,6,2,2,5,4,0,1,3,2,11,1,3,3,2,8,2,3,1,7,0,6,0,0,3,2,5,22,0,1,0,5,8,3,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00012,0,0,0,2,0,0,0,0,1,0,3,1,0,6,1,0,1,2,0,3,3,0,1,0,1,0,1,0,1,2,1,7,1,0,4,1,0,4,0,5,8,0,1,4,0,1,0,0,0,0,10,0,2,4,1,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00013,0,1,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,1,1,0,0,1,0,0,3,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00014,18,6,8,15,9,18,13,10,18,0,22,19,0,10,11,0,6,6,1,25,1,0,15,0,5,5,9,1,15,13,6,42,24,13,16,15,42,23,14,12,22,0,21,8,8,11,5,5,8,0,37,0,8,13,5,17
Siderastrea_Mexico_Barshis-Radice_Host_contig00015,3,6,6,5,2,28,11,5,10,1,6,11,0,3,16,0,5,15,3,12,7,0,3,5,7,12,7,7,7,3,14,5,26,9,6,23,10,14,15,16,6,0,14,7,0,8,19,2,2,0,28,0,12,3,4,8
Siderastrea_Mexico_Barshis-Radice_Host_contig00016,1,0,0,1,0,6,3,1,2,0,3,3,0,2,0,0,1,1,0,2,0,0,6,1,0,7,0,1,4,2,5,0,6,2,4,8,15,1,3,5,7,0,2,8,0,6,2,1,4,0,14,0,2,1,13,12
Siderastrea_Mexico_Barshis-Radice_Host_contig00017,0,0,0,0,1,0,1,2,0,0,0,0,0,4,2,0,0,0,0,4,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,2,10,0,1,2,0,0,2,2,5,0,29,0,0,0,1,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00018,1,1,2,1,0,5,4,4,1,0,2,0,0,3,2,0,0,0,0,3,1,0,4,0,0,3,2,1,6,1,7,4,6,3,1,1,5,3,1,4,4,0,0,1,0,0,1,1,0,0,25,0,6,0,2,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00020,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00021,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,4,0,0,1,0,0,2,0,0,0,10,0,0,1,0,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00023,0,1,0,1,0,3,1,4,0,0,0,0,0,3,1,0,1,0,0,2,0,0,1,1,0,0,3,0,0,5,0,5,0,0,1,0,1,0,0,2,4,0,0,0,0,3,4,0,0,0,11,0,0,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00024,2,0,1,4,1,1,0,2,4,0,2,1,1,2,1,0,0,2,0,0,0,0,3,1,1,3,2,1,3,2,2,0,1,0,0,0,3,2,1,1,6,0,0,3,0,1,2,2,0,0,2,0,1,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00025,0,2,0,0,0,0,3,2,1,5,7,5,0,10,11,0,1,3,0,4,0,0,3,2,1,2,3,0,1,2,3,6,13,0,7,9,0,5,7,168,73,2,18,62,1,7,11,17,2,52,98,0,2,54,4,33
Siderastrea_Mexico_Barshis-Radice_Host_contig00026,2,0,0,1,1,4,2,1,1,0,7,2,0,3,2,0,1,0,0,2,1,0,1,2,0,2,2,0,3,0,2,0,0,3,2,3,7,0,1,6,17,0,2,1,0,2,3,1,3,40,41,0,0,0,0,9
Siderastrea_Mexico_Barshis-Radice_Host_contig00027,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,3,5,7,0,0,2,0,0,3,0,0,0,19,0,0,1,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00028,3,0,1,1,0,0,1,1,0,0,2,1,0,1,1,0,1,2,0,1,2,0,2,0,0,1,2,2,2,0,0,0,0,1,1,3,0,0,0,8,4,0,0,1,0,0,2,1,0,0,7,0,1,10,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00029,1,1,1,2,1,1,7,5,5,0,7,7,2,2,6,0,1,1,0,0,2,0,5,2,4,8,4,2,3,6,3,3,2,5,3,6,7,2,1,19,44,0,4,11,0,4,14,4,3,0,90,0,3,24,5,26
Siderastrea_Mexico_Barshis-Radice_Host_contig00030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00031,5,0,0,1,3,6,2,4,8,2,6,8,0,1,3,0,1,4,0,4,1,0,3,3,1,14,2,1,1,7,7,11,11,8,14,9,4,7,1,15,62,0,4,11,8,7,16,4,3,0,157,0,10,19,8,23
Siderastrea_Mexico_Barshis-Radice_Host_contig00032,18,6,9,9,8,25,40,26,32,3,41,35,0,7,15,0,5,13,1,19,8,2,22,8,14,19,14,7,8,27,13,20,34,15,32,23,27,24,26,24,31,0,15,14,3,19,26,5,36,15,25,0,23,24,19,22
Siderastrea_Mexico_Barshis-Radice_Host_contig00033,3,3,2,2,1,8,15,1,7,3,5,10,2,1,4,0,4,8,0,12,0,0,1,1,0,4,5,1,8,5,10,5,6,1,5,10,23,9,4,50,121,6,15,13,0,6,11,1,9,9,268,1,2,15,21,23
Siderastrea_Mexico_Barshis-Radice_Host_contig00034,0,1,1,3,1,5,3,2,6,0,2,1,0,2,2,1,0,3,1,4,2,0,4,1,0,2,3,0,0,0,2,1,7,2,2,9,6,4,3,9,9,0,6,0,0,5,3,2,0,0,3,0,5,2,3,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,3,0,0,2,0,1,1,0,0,0,15,0,2,0,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00036,3,8,2,1,6,15,9,14,7,0,5,17,0,3,8,0,2,2,4,8,2,0,15,0,3,3,13,6,7,8,11,25,0,3,8,13,15,5,11,3,13,0,10,4,0,5,10,4,4,0,24,0,8,0,4,9
Siderastrea_Mexico_Barshis-Radice_Host_contig00037,14,6,9,8,9,11,27,26,9,5,25,21,0,12,11,0,10,10,0,16,9,1,33,3,7,19,17,2,11,12,14,20,5,4,12,15,18,21,13,118,61,1,12,41,0,12,20,19,28,116,83,0,12,15,13,25
Siderastrea_Mexico_Barshis-Radice_Host_contig00038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,3,3,0,3,0,0,0,2,0,0,37,6,0,0,0,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00039,0,2,5,0,2,0,5,7,1,0,0,5,0,1,5,0,1,3,0,6,1,0,5,2,0,5,1,0,7,7,4,10,0,2,3,9,6,3,7,13,13,1,4,8,0,7,3,4,5,0,41,0,3,0,3,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00040,14,7,10,19,4,15,25,22,27,5,59,45,0,12,25,0,13,18,9,24,6,0,48,7,13,27,21,11,9,16,11,45,38,11,19,34,58,24,17,100,52,0,20,12,1,17,62,33,30,0,21,0,14,11,34,19
Siderastrea_Mexico_Barshis-Radice_Host_contig00041,0,0,0,0,1,2,3,1,3,0,5,2,0,2,3,0,0,1,0,1,3,0,2,0,1,3,2,0,2,0,1,7,0,1,2,2,1,2,3,2,7,0,0,4,0,1,1,1,6,40,23,0,1,24,3,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00042,3,0,1,3,0,7,6,3,9,0,6,10,0,8,3,0,1,3,0,4,1,0,5,0,0,5,2,5,5,6,1,7,0,3,9,8,2,6,10,9,2,0,10,4,0,7,4,2,7,39,20,0,8,0,3,11
Siderastrea_Mexico_Barshis-Radice_Host_contig00043,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,1,2,0,2,0,0,0,1,1,1,0,4,0,1,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00044,1,1,0,0,0,0,2,1,1,0,1,3,0,0,1,0,1,1,0,2,0,0,6,0,1,4,2,1,1,0,2,0,0,0,2,3,1,1,5,10,2,0,2,3,1,1,1,0,0,0,10,0,4,2,2,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00045,12,4,4,5,7,12,13,7,7,4,15,14,0,6,8,2,2,6,1,11,3,0,10,3,7,9,8,8,19,2,5,21,6,14,11,12,13,13,7,42,29,0,7,11,0,7,9,17,20,1,28,0,14,5,8,21
Siderastrea_Mexico_Barshis-Radice_Host_contig00046,2,0,1,1,0,2,4,4,7,0,13,4,0,0,6,0,1,2,0,4,0,0,7,1,1,0,1,1,8,1,1,11,8,4,2,5,3,1,3,6,29,1,4,3,0,1,2,2,1,0,66,0,5,23,5,11
Siderastrea_Mexico_Barshis-Radice_Host_contig00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00048,2,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,2,10,2,0,1,2,2,1,1,3,6,2,1,0,1,0,2,0,2,2,0,3,0,0,3,2,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00049,10,2,6,7,2,16,8,6,18,0,4,11,0,7,4,0,5,3,4,20,2,0,16,0,1,15,9,5,9,8,2,1,22,1,8,6,7,1,3,6,13,0,7,1,0,1,3,8,8,0,10,0,14,0,6,5
Siderastrea_Mexico_Barshis-Radice_Host_contig00050,1,2,2,2,0,5,2,6,12,0,9,14,0,4,9,0,3,1,0,6,0,0,10,1,1,3,3,0,2,5,3,6,2,2,7,3,4,3,2,8,10,0,3,3,0,2,5,1,12,0,22,0,9,0,5,5
Siderastrea_Mexico_Barshis-Radice_Host_contig00051,0,0,0,0,1,0,0,1,0,0,2,4,0,0,0,0,0,2,0,3,0,0,3,0,0,4,1,1,0,0,0,6,0,5,6,2,0,0,0,0,15,0,0,0,0,2,4,2,4,39,33,0,1,0,1,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00052,2,1,1,1,0,4,6,1,3,0,4,7,0,1,3,0,2,3,1,7,0,0,8,5,7,1,3,0,0,12,1,3,0,4,9,6,6,9,2,3,11,0,1,6,0,2,6,4,7,0,12,1,0,11,1,4
Siderastrea_Mexico_Barshis-Radice_Host_contig00053,1,1,0,1,0,0,3,2,0,0,3,3,0,6,1,0,1,1,0,3,0,0,5,1,1,1,2,0,0,5,0,0,0,3,2,2,4,1,3,4,3,0,1,1,0,1,6,1,4,0,20,0,2,3,1,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00054,0,0,0,0,0,0,0,0,4,0,2,0,0,1,2,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,0,3,0,6,3,0,0,0,0,0,1,1,0,0,7,0,1,0,2,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00056,1,2,3,0,0,6,1,3,1,0,13,6,0,0,1,0,0,2,1,1,0,0,8,0,0,1,0,0,1,1,2,1,0,0,2,1,4,3,2,1,4,0,6,1,0,0,1,2,4,0,4,0,0,2,3,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00057,3,0,1,0,0,0,0,0,1,0,0,2,0,0,3,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,4,2,1,0,1,0,4,0,1,1,0,2,2,0,1,0,3,0,0,0,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00058,0,0,4,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,1,1,0,8,0,0,3,0,4,6,0,0,0,1,0,2,3,2,9
Siderastrea_Mexico_Barshis-Radice_Host_contig00059,0,1,2,0,0,3,0,2,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,3,4,0,1,0,0,1,5,1,1,0,0,0,3,0,0,0,10,0,1,0,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00060,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,2,10,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00061,2,0,0,2,2,1,0,1,3,0,4,3,0,0,4,0,1,4,0,4,1,0,5,1,0,1,2,1,5,3,3,2,4,1,3,4,3,0,1,1,8,0,4,3,0,2,1,0,2,0,27,0,1,0,1,8
Siderastrea_Mexico_Barshis-Radice_Host_contig00062,6,4,1,6,5,8,7,18,8,3,3,13,0,3,11,0,4,7,5,11,1,0,10,2,1,19,11,5,9,10,13,5,17,5,18,19,12,11,8,35,122,1,8,65,0,8,25,11,13,18,252,0,10,78,2,51
Siderastrea_Mexico_Barshis-Radice_Host_contig00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00064,2,2,6,6,3,22,7,10,19,0,21,11,2,4,5,1,3,0,5,19,0,0,27,1,2,2,6,3,12,3,9,11,12,9,8,17,14,4,6,8,19,1,10,6,2,6,9,4,10,0,24,0,10,17,19,8
Siderastrea_Mexico_Barshis-Radice_Host_contig00065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00066,3,2,0,4,2,10,6,5,7,0,2,5,0,1,11,0,2,3,0,4,2,0,7,3,2,3,0,2,4,1,3,12,14,2,2,5,7,3,10,7,17,0,8,8,0,0,6,4,2,1,14,1,4,4,10,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00067,9,1,2,5,1,7,7,5,10,0,11,9,0,0,1,0,3,9,2,7,0,1,19,0,2,7,6,1,6,5,2,4,11,5,6,6,19,14,16,16,2,0,5,4,0,3,6,5,8,0,3,0,3,0,8,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00068,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,2,0,1,0,0,4,0,0,1,1,0,1,0,0,0,3,1,1,1,4,2,2,0,3,0,0,0,0,4,0,0,0,0,1,0,3,1,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00069,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,2,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,2,2,1,1,6,5,0,0,2,0,0,1,1,1,0,2,0,0,0,3,5
Siderastrea_Mexico_Barshis-Radice_Host_contig00070,1,1,1,0,1,0,5,5,0,0,0,0,0,3,3,0,4,20,4,11,4,0,13,4,11,0,6,0,18,11,1,0,0,0,1,1,3,2,2,2,9,0,2,2,0,3,2,2,0,0,9,0,0,0,0,4
Siderastrea_Mexico_Barshis-Radice_Host_contig00071,3,1,0,1,0,1,2,3,4,0,0,2,0,3,0,0,1,1,0,5,0,0,1,1,2,3,0,0,5,1,1,9,2,6,3,7,3,0,2,12,6,0,0,2,0,0,4,2,3,0,7,0,6,0,2,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00072,3,0,0,0,0,2,3,1,0,3,28,3,0,0,1,0,0,0,1,2,0,0,3,0,1,0,0,1,3,4,0,6,0,0,2,3,9,1,3,14,8,0,2,3,0,0,3,3,1,0,11,0,7,0,1,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00073,4,2,3,2,1,3,7,7,5,0,3,3,0,0,1,0,2,2,1,3,1,1,4,1,1,2,14,2,3,1,0,46,26,3,3,3,3,0,1,7,10,0,2,1,0,1,4,4,1,19,4,0,5,0,2,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00074,1,0,1,2,1,2,3,3,4,2,6,2,0,10,18,0,1,8,2,13,7,0,25,6,1,9,13,12,9,12,10,22,11,5,5,8,15,4,11,16,31,1,17,17,0,8,14,4,24,0,93,0,12,9,13,11
Siderastrea_Mexico_Barshis-Radice_Host_contig00075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,4,0,0,5,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00076,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,42,0,0,7,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00077,3,0,2,2,0,0,0,0,6,0,4,2,0,0,2,0,0,1,0,4,2,0,1,0,1,2,1,0,5,2,4,2,4,0,0,4,2,1,1,1,2,0,2,11,0,3,1,1,4,11,16,0,3,4,2,5
Siderastrea_Mexico_Barshis-Radice_Host_contig00078,0,0,0,0,2,0,0,1,1,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,6,0,3,3,1,0,0,8,0,0,4,2,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00080,2,0,0,2,2,10,3,1,2,0,6,1,0,3,3,0,2,4,2,5,1,0,4,0,2,0,1,0,0,0,2,7,18,0,2,1,1,3,0,6,2,0,7,2,0,1,2,1,0,0,0,0,3,0,3,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,6,2,0,0,3,0,0,2,0,0,0,6,0,0,5,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00082,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,5,1,1,2,1,3,1,1,6,0,0,0,0,1,5,1,0,0,5,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00083,0,0,0,0,1,0,2,0,2,0,4,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,7,0,4,1,0,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00084,0,0,0,0,0,0,2,1,0,0,8,8,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,3,1,0,1,0,0,0,3,2,0,0,0,1,2,0,0,2,0,0,2,0,2,0,0,0,1,5,2,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00085,9,0,9,8,3,13,19,11,17,4,13,20,0,5,8,0,2,8,3,24,5,0,20,5,9,20,13,14,5,4,5,25,51,4,29,18,12,11,8,17,15,1,5,6,0,14,10,8,12,9,21,0,8,9,10,19
Siderastrea_Mexico_Barshis-Radice_Host_contig00086,0,0,2,2,2,5,1,6,1,0,6,1,0,7,3,0,2,2,0,8,5,0,4,1,2,5,2,7,11,1,2,10,9,3,4,6,3,4,5,6,7,0,4,4,0,3,8,3,2,0,10,0,8,5,7,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00087,8,7,8,9,5,27,12,16,23,0,35,33,0,4,19,0,7,19,0,22,9,0,14,3,5,9,22,21,17,22,20,27,33,1,11,19,16,19,25,18,23,0,16,1,0,14,16,4,33,0,12,0,14,0,16,5
Siderastrea_Mexico_Barshis-Radice_Host_contig00088,0,2,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,0,1,0,1,4,2,0,3,0,3,1,7,3,0,15,13,0,4,8,0,2,7,2,0,0,28,0,1,3,1,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00089,0,0,0,0,0,1,0,2,2,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,8,0,1,2,0,0,1,0,1,0,7,0,0,0,1,4
Siderastrea_Mexico_Barshis-Radice_Host_contig00090,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,10,0,0,6,0,1,0,1,0,0,15,0,1,0,1,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00091,4,0,0,2,3,3,8,5,0,1,9,6,0,0,5,0,1,3,0,4,0,0,6,1,3,1,7,6,9,2,12,0,9,6,3,8,13,8,17,13,18,0,28,9,0,6,6,1,10,25,38,0,9,5,11,16
Siderastrea_Mexico_Barshis-Radice_Host_contig00092,0,0,1,1,0,1,1,2,0,0,0,2,0,3,2,0,1,0,0,3,0,0,9,0,3,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,5,0,0,0,0,2,0,0,0,0,11,1,1,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00093,0,2,1,0,0,1,0,4,5,0,2,6,0,0,2,0,0,1,0,4,0,0,2,1,1,8,4,0,1,0,0,0,0,2,0,6,6,3,7,7,7,0,3,4,0,3,2,2,0,0,40,0,1,4,1,2
