"","DEG","up.results_OC_RC_padj.1","down.results_OC_RC_padj.1"
"346","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12849"
"347","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12926"
"348","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12935"
"349","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13030"
"350","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13042"
"351","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13212"
"352","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13270"
"353","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13392"
"354","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13403"
"355","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13480"
"356","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13489"
"357","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13581"
"358","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13582"
"359","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13727"
"360","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13752"
"361","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13755"
"362","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13779"
"363","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13784"
"364","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13866"
"365","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13946"
"366","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13968"
"367","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13984"
"368","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14008"
"369","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14058"
"370","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14071"
"371","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14073"
"372","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14083"
"373","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14109"
"374","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14160"
"375","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14171"
"376","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14303"
"377","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14315"
"378","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14318"
"379","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14350"
"380","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14378"
"381","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14478"
"382","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14484"
"383","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14522"
"384","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14545"
"385","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14548"
"386","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14557"
"387","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14577"
"388","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14612"
"389","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14620"
"390","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14626"
"391","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14643"
"392","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14644"
"393","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14671"
"394","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14693"
"395","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14699"
"396","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14709"
"397","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14725"
"398","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14732"
"399","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14756"
"400","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14758"
"401","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14778"
"402","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14793"
"403","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14798"
"404","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14826"
"405","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14865"
"406","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14918"
"407","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14935"
"408","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15001"
"409","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15015"
"410","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15088"
"411","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15202"
"412","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15223"
"413","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15234"
"414","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15254"
"415","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15290"
"416","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15330"
"417","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15430"
"418","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15463"
"419","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15511"
"420","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15525"
"421","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15552"
"422","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15612"
"423","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15614"
"424","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15618"
"425","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15658"
"426","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15683"
"427","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15752"
"428","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15794"
"429","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15951"
"430","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15961"
"431","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15991"
"432","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16036"
"433","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16094"
"434","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16141"
"435","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16147"
"436","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16153"
"437","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16185"
"438","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16200"
"439","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16209"
"440","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16239"
"441","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16249"
"442","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16332"
"443","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16356"
"444","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16386"
"445","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16389"
"446","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16398"
"447","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16451"
"448","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16473"
"449","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16500"
"450","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16527"
"451","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16585"
"452","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16597"
"453","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16624"
"454","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16669"
"455","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16672"
"456","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16710"
"457","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16753"
"458","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16803"
"459","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16832"
"460","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16936"
"461","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16953"
"462","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16969"
"463","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16975"
"464","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16980"
"465","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17105"
"466","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17132"
"467","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17143"
"468","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17228"
"469","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17260"
"470","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17315"
"471","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17320"
"472","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17335"
"473","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17381"
"474","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17416"
"475","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17450"
"476","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17481"
"477","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17507"
"478","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17511"
"479","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17521"
"480","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17601"
"481","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17637"
"482","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17688"
"483","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17752"
"484","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17849"
"485","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17857"
"486","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17866"
"487","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17946"
"488","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17985"
"489","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18069"
"490","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18105"
"491","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18144"
"492","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18185"
"493","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18209"
"494","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18231"
"495","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18232"
"496","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18264"
"497","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18272"
"498","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18328"
"499","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18346"
"500","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18358"
"501","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18365"
"502","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18474"
"503","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18479"
"504","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18488"
"505","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18490"
"506","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18493"
"507","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18555"
"508","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18560"
"509","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18561"
"510","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18581"
"511","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18634"
"512","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18675"
"513","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18699"
"514","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18735"
"515","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18833"
"516","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18837"
"517","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18843"
"518","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18861"
"519","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18884"
"520","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18890"
"521","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18926"
"522","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18954"
"523","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18982"
"524","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19003"
"525","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19027"
"526","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19071"
"527","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19159"
"528","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19263"
"529","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00070",NA
"530","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00146",NA
"531","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00149",NA
"532","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00418",NA
"533","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00471",NA
"534","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00549",NA
"535","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00730",NA
"536","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00834",NA
"537","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00899",NA
"538","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01006",NA
"539","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01127",NA
"540","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01133",NA
"541","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01300",NA
"542","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01325",NA
"543","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01353",NA
"544","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01407",NA
"545","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01523",NA
"546","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01524",NA
"547","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01845",NA
"548","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02248",NA
"549","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02319",NA
"550","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02437",NA
"551","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02545",NA
"552","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02547",NA
"553","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02708",NA
"554","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03117",NA
"555","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03208",NA
"556","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03279",NA
"557","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03385",NA
"558","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03419",NA
"559","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03478",NA
"560","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03585",NA
"561","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03616",NA
"562","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03643",NA
"563","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03656",NA
"564","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03737",NA
"565","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03880",NA
"566","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04008",NA
"567","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04157",NA
"568","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04179",NA
"569","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04249",NA
"570","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04362",NA
"571","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04422",NA
"572","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04519",NA
"573","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04566",NA
"574","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04613",NA
"575","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04627",NA
"576","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04690",NA
"577","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04704",NA
"578","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04739",NA
"579","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04740",NA
"580","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04770",NA
"581","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04876",NA
"582","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05026",NA
"583","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05057",NA
"584","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05112",NA
"585","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05154",NA
"586","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05231",NA
"587","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05249",NA
"588","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05314",NA
"589","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05365",NA
"590","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05604",NA
"591","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05744",NA
"592","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05773",NA
"593","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05814",NA
"594","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05893",NA
"595","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06036",NA
"596","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06130",NA
"597","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06240",NA
"598","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06307",NA
"599","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06321",NA
"600","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06380",NA
"601","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06419",NA
"602","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06726",NA
"603","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06770",NA
"604","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06836",NA
"605","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06856",NA
"606","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06873",NA
"607","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06891",NA
"608","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06936",NA
"609","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07008",NA
"610","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07060",NA
"611","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07100",NA
"612","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07115",NA
"613","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07130",NA
"614","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07156",NA
"615","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07200",NA
"616","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07244",NA
"617","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07250",NA
"618","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07300",NA
"619","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07311",NA
"620","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07363",NA
"621","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07425",NA
"622","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07452",NA
"623","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07511",NA
"624","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07709",NA
"625","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07718",NA
"626","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07808",NA
"627","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07889",NA
"628","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07901",NA
"629","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07990",NA
"630","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07998",NA
"631","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08014",NA
"632","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08031",NA
"633","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08057",NA
"634","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08308",NA
"635","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08416",NA
"636","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08635",NA
"637","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08678",NA
"638","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08756",NA
"639","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09235",NA
"640","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09346",NA
"641","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09373",NA
"642","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09382",NA
"643","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09433",NA
"644","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09451",NA
"645","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09548",NA
"646","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09665",NA
"647","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09683",NA
"648","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09771",NA
"649","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10144",NA
"650","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10332",NA
"651","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10548",NA
"652","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10563",NA
"653","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10797",NA
"654","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10896",NA
"655","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10944",NA
"656","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10988",NA
"657","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11000",NA
"658","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11299",NA
"659","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11383",NA
"660","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11641",NA
"661","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11676",NA
"662","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11713",NA
"663","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11778",NA
"664","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11796",NA
"665","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12050",NA
"666","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12106",NA
"667","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12184",NA
"668","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12218",NA
"669","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12568",NA
"670","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12586",NA
"671","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12690",NA
"672","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12862",NA
"673","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12960",NA
"674","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12980",NA
"675","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13141",NA
"676","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13260",NA
"677","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13314",NA
"678","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13349",NA
"679","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13367",NA
"680","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13602",NA
"681","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13624",NA
"682","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13663",NA
"683","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14105",NA
"684","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14113",NA
"685","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14119",NA
"686","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14190",NA
"687","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14321",NA
"688","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14420",NA
"689","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14457",NA
"690","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14475",NA
"691","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14536",NA
"692","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14597",NA
"693","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14932",NA
"694","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15080",NA
"695","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15114",NA
"696","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15280",NA
"697","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15414",NA
"698","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15457",NA
"699","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15504",NA
"700","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15565",NA
"701","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15627",NA
"702","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15867",NA
