"","DEG","up.results_LC_RC_padj.1","down.results_LC_RC_padj.1"
"450","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01619",NA
"451","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01700",NA
"452","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01845",NA
"453","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01886",NA
"454","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02011",NA
"455","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02254",NA
"456","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02545",NA
"457","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02743",NA
"458","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02929",NA
"459","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03208",NA
"460","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03279",NA
"461","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03385",NA
"462","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03478",NA
"463","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03518",NA
"464","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03616",NA
"465","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03643",NA
"466","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03737",NA
"467","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04129",NA
"468","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04566",NA
"469","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04613",NA
"470","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04690",NA
"471","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04919",NA
"472","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05021",NA
"473","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05284",NA
"474","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05300",NA
"475","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05314",NA
"476","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05814",NA
"477","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05892",NA
"478","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06115",NA
"479","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06130",NA
"480","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06147",NA
"481","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06240",NA
"482","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06321",NA
"483","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06339",NA
"484","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06419",NA
"485","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06619",NA
"486","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06873",NA
"487","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07081",NA
"488","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07250",NA
"489","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07300",NA
"490","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07425",NA
"491","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07511",NA
"492","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07628",NA
"493","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07708",NA
"494","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07901",NA
"495","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07990",NA
"496","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07998",NA
"497","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08014",NA
"498","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08031",NA
"499","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08049",NA
"500","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08057",NA
"501","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08267",NA
"502","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08450",NA
"503","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08635",NA
"504","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08678",NA
"505","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08756",NA
"506","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08910",NA
"507","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09346",NA
"508","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09373",NA
"509","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09382",NA
"510","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09433",NA
"511","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09665",NA
"512","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09872",NA
"513","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10045",NA
"514","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10144",NA
"515","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10153",NA
"516","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10236",NA
"517","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10241",NA
"518","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10602",NA
"519","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10797",NA
"520","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10896",NA
"521","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10988",NA
"522","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11000",NA
"523","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11072",NA
"524","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11299",NA
"525","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11317",NA
"526","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11676",NA
"527","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11728",NA
"528","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11778",NA
"529","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11796",NA
"530","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12071",NA
"531","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12218",NA
"532","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12690",NA
"533","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12738",NA
"534","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12832",NA
"535","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12862",NA
"536","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12980",NA
"537","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13259",NA
"538","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13314",NA
"539","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13332",NA
"540","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13476",NA
"541","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13553",NA
"542","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13602",NA
"543","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13624",NA
"544","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13663",NA
"545","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14113",NA
"546","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14180",NA
"547","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14306",NA
"548","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14458",NA
"549","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14932",NA
"550","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15080",NA
"551","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15092",NA
"552","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15114",NA
"553","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15201",NA
"554","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15565",NA
"555","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15922",NA
"556","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16031",NA
"557","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16077",NA
"558","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16112",NA
"559","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16119",NA
"560","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16252",NA
"561","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16780",NA
"562","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16918",NA
"563","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17195",NA
"564","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17491",NA
"565","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17590",NA
"566","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17680",NA
"567","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17917",NA
"568","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18192",NA
"569","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18341",NA
"570","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18382",NA
"571","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18452",NA
"572","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18515",NA
"573","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18548",NA
"574","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig19148",NA
"575","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig19236",NA
