"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","Siderastrea_Mexico_Barshis-Radice_Host_contig08172",614.700413959551,-6.16226017282843,1.31569269781755,-4.68366221310667,2.81794251743789e-06,0.0225350863119508
"2","Siderastrea_Mexico_Barshis-Radice_Host_contig15785",57.6688496264262,-1.35840055869837,0.360422523247996,-3.76891140558297,0.000163961066392846,0.655598323971795
"3","Siderastrea_Mexico_Barshis-Radice_Host_contig09086",36.3749782144442,-1.81005717402819,0.498242061662412,-3.63288713118445,0.000280267633450595,0.747100088234803
"4","Siderastrea_Mexico_Barshis-Radice_Host_contig02547",60.6454956291122,2.55798693124109,0.725723493281342,3.52474042100417,0.000423897953955109,0.847477984444751
"5","Siderastrea_Mexico_Barshis-Radice_Host_contig13618",8.1164531364205,2.28261536583155,0.663197337390083,3.44183433367578,0.000577783982838008,0.924107702151109
"6","Siderastrea_Mexico_Barshis-Radice_Host_contig11395",3.13957859463013,3.73489404784479,1.10519837123001,3.37938794072608,0.000726474166066778,0.968268984339337
"7","Siderastrea_Mexico_Barshis-Radice_Host_contig01988",10.9325654039926,2.2269541840536,0.673342173635509,3.30731427682575,0.000941951493022777,1
"8","Siderastrea_Mexico_Barshis-Radice_Host_contig06707",50.4800371407753,2.10855041961588,0.655870170999437,3.21488994750714,0.00130494541120619,1
"9","Siderastrea_Mexico_Barshis-Radice_Host_contig12808",32.7541714681355,-1.72402075605541,0.539702752852081,-3.19438940591789,0.00140126963368554,1
"10","Siderastrea_Mexico_Barshis-Radice_Host_contig14081",4.05094862431814,2.38835774842185,0.755935291407755,3.15947380095733,0.00158054310116312,1
"11","Siderastrea_Mexico_Barshis-Radice_Host_contig09148",69.0413646378662,1.51132314430143,0.492037079034614,3.07156352376263,0.00212940849082534,1
"12","Siderastrea_Mexico_Barshis-Radice_Host_contig16534",9.80940240528812,1.97357578707303,0.647581323515855,3.04761072533419,0.00230668527521334,1
"13","Siderastrea_Mexico_Barshis-Radice_Host_contig03246",8.40728607572263,-2.12754586806202,0.69904520153989,-3.04350257090008,0.00233841443045985,1
"14","Siderastrea_Mexico_Barshis-Radice_Host_contig02044",3.94750466853439,2.76632650195812,0.91069015971648,3.03761545289931,0.00238458039620951,1
"15","Siderastrea_Mexico_Barshis-Radice_Host_contig08280",4.0328863254132,2.50025657727234,0.826862889481808,3.02378617915631,0.00249632803041125,1
"16","Siderastrea_Mexico_Barshis-Radice_Host_contig18477",8.18464283166658,1.86668431472788,0.626567100570106,2.97922491147302,0.00288978578078656,1
"17","Siderastrea_Mexico_Barshis-Radice_Host_contig12125",7.4657009556767,2.75760703808817,0.928665560787356,2.96942963595007,0.00298353132259237,1
"18","Siderastrea_Mexico_Barshis-Radice_Host_contig14330",7.45278024002163,-2.47629805530054,0.841475715908448,-2.94280394369689,0.00325254329402502,1
"19","Siderastrea_Mexico_Barshis-Radice_Host_contig09258",104.340322537833,1.86025679604571,0.632280171794266,2.94214001803461,0.00325952510473891,1
"20","Siderastrea_Mexico_Barshis-Radice_Host_contig06601",2.54475929685779,3.56732182127272,1.22706944768941,2.90718820193106,0.00364693710017066,1
"21","Siderastrea_Mexico_Barshis-Radice_Host_contig16707",3.72302555302916,1.92571906009246,0.664636062019083,2.8974038126104,0.00376265098907175,1
"22","Siderastrea_Mexico_Barshis-Radice_Host_contig13664",11.0249104896912,1.60528669553146,0.558029327221966,2.87670668407886,0.00401848934202905,1
"23","Siderastrea_Mexico_Barshis-Radice_Host_contig18452",9.48863868511979,-1.71065213952347,0.6016833874692,-2.84311013923586,0.0044675628932675,1
"24","Siderastrea_Mexico_Barshis-Radice_Host_contig13172",4.18108153295183,2.29708079241805,0.823428978148579,2.7896526031703,0.0052764623851901,1
"25","Siderastrea_Mexico_Barshis-Radice_Host_contig03231",46.6100317152048,1.75515047423537,0.6332185825023,2.77179243113731,0.00557485727809748,1
"26","Siderastrea_Mexico_Barshis-Radice_Host_contig06010",6.6022156997031,-2.80712398907234,1.0144261710993,-2.76720383310926,0.00565393920488249,1
"27","Siderastrea_Mexico_Barshis-Radice_Host_contig14119",13.9059006572903,2.61037704858389,0.944635940502824,2.7633683376417,0.00572081673622012,1
"28","Siderastrea_Mexico_Barshis-Radice_Host_contig18802",3.86294525840922,2.07851618521249,0.752700384138948,2.76141241456946,0.0057551950836154,1
"29","Siderastrea_Mexico_Barshis-Radice_Host_contig10379",4.3616626885676,-2.38673278554282,0.869193068332539,-2.74591787774094,0.00603418660833418,1
"30","Siderastrea_Mexico_Barshis-Radice_Host_contig11629",5.15636046913898,2.70761147746745,0.994956577117643,2.7213363273715,0.00650185734268746,1
"31","Siderastrea_Mexico_Barshis-Radice_Host_contig15097",51.8482715483989,-1.26328185892681,0.464632897679772,-2.71888164879249,0.00655030407574814,1
"32","Siderastrea_Mexico_Barshis-Radice_Host_contig10630",8.8590400779,2.02291541941966,0.74787706761786,2.70487692029796,0.00683297014931707,1
"33","Siderastrea_Mexico_Barshis-Radice_Host_contig00036",6.68151157157133,1.59133580020306,0.588677536650384,2.70323853235146,0.00686674489444423,1
"34","Siderastrea_Mexico_Barshis-Radice_Host_contig13595",5.05428872482822,-2.63392917582033,0.975845073476009,-2.69912637508958,0.00695217707151443,1
"35","Siderastrea_Mexico_Barshis-Radice_Host_contig15519",2.29883013748692,2.59981661369158,0.964142446624967,2.69650674834655,0.00700709777907477,1
"36","Siderastrea_Mexico_Barshis-Radice_Host_contig13297",15.1322274774844,1.60216962654174,0.595490026145054,2.69050623217569,0.00713437024608037,1
